기준년월,행정동코드,행정동명,연령대,평균이용금액,평균이용건수
202502,2620065000,영도구 동삼1동,40대,53840902,1797
202502,2620065000,영도구 동삼1동,50대,64157586,2366
202502,2620065000,영도구 동삼1동,60대이상,86995392,2942
202502,2620066000,영도구 동삼2동,20대,8005011,573
202502,2620066000,영도구 동삼2동,20대미만,538037,43
202502,2620066000,영도구 동삼2동,30대,11484786,465
202502,2620066000,영도구 동삼2동,40대,15865921,634
202502,2620066000,영도구 동삼2동,50대,18175097,715
202502,2620066000,영도구 동삼2동,60대이상,15827588,569
202502,2620067000,영도구 동삼3동,20대,5312185,231
202502,2620067000,영도구 동삼3동,20대미만,384391,26
202502,2620067000,영도구 동삼3동,30대,11533546,366
202502,2620067000,영도구 동삼3동,40대,18525128,539
202502,2620067000,영도구 동삼3동,50대,19028090,670
202502,2620067000,영도구 동삼3동,60대이상,23177445,901
202502,2623051000,부산진구 부전1동,20대,108381859,3823
202502,2623051000,부산진구 부전1동,20대미만,5258833,252
202502,2623051000,부산진구 부전1동,30대,159661759,4422
202502,2623051000,부산진구 부전1동,40대,203204323,4745
202502,2623051000,부산진구 부전1동,50대,302457629,6879
202502,2623051000,부산진구 부전1동,60대이상,637082552,14801
202502,2623052000,부산진구 부전2동,20대,668096205,22410
202502,2623052000,부산진구 부전2동,20대미만,81772389,3767
202502,2623052000,부산진구 부전2동,30대,628254871,13283
202502,2623052000,부산진구 부전2동,40대,535040559,9235
202502,2623052000,부산진구 부전2동,50대,554788728,8607
202502,2623052000,부산진구 부전2동,60대이상,463343105,6696
202502,2623054000,부산진구 연지동,20대,9611396,632
202502,2623054000,부산진구 연지동,20대미만,1686882,137
202502,2623054000,부산진구 연지동,30대,23594757,1048
202502,2623054000,부산진구 연지동,40대,43214939,1488
202502,2623054000,부산진구 연지동,50대,38961870,1598
202502,2623054000,부산진구 연지동,60대이상,51641533,1970
202502,2623055000,부산진구 초읍동,20대,15712463,976
202502,2623055000,부산진구 초읍동,20대미만,2180459,215
202502,2623055000,부산진구 초읍동,30대,32487052,1401
202502,2623055000,부산진구 초읍동,40대,57871340,1966
202502,2623055000,부산진구 초읍동,50대,64963191,2342
202502,2623055000,부산진구 초읍동,60대이상,82355507,2835
202502,2623056000,부산진구 양정1동,20대,34509693,2096
202502,2623056000,부산진구 양정1동,20대미만,4089112,304
202502,2623056000,부산진구 양정1동,30대,51066709,2080
202502,2623056000,부산진구 양정1동,40대,72786194,2170
202502,2623056000,부산진구 양정1동,50대,85885812,2761
202502,2623056000,부산진구 양정1동,60대이상,85742388,2639
202502,2623057000,부산진구 양정2동,20대,23417080,1347
202502,2623057000,부산진구 양정2동,20대미만,1196964,77
202502,2623057000,부산진구 양정2동,30대,56014980,1836
202502,2623057000,부산진구 양정2동,40대,78733988,1867
202502,2623057000,부산진구 양정2동,50대,86474725,2123
202502,2623057000,부산진구 양정2동,60대이상,126600216,2158
202502,2623060000,부산진구 전포1동,20대,202229884,7491
202502,2623060000,부산진구 전포1동,20대미만,17481581,776
202502,2623060000,부산진구 전포1동,30대,131959174,4338
202502,2623060000,부산진구 전포1동,40대,73904408,2164
202502,2623060000,부산진구 전포1동,50대,65695324,1992
202502,2623060000,부산진구 전포1동,60대이상,45755951,1273
202502,2623061000,부산진구 전포2동,20대,69257360,2549
202502,2623061000,부산진구 전포2동,20대미만,4539893,195
202502,2623061000,부산진구 전포2동,30대,70575852,2415
202502,2623061000,부산진구 전포2동,40대,64901723,1961
202502,2623061000,부산진구 전포2동,50대,72638287,2084
202502,2623061000,부산진구 전포2동,60대이상,74988218,2193
202502,2623064000,부산진구 부암1동,20대,34110081,1071
202502,2623064000,부산진구 부암1동,20대미만,2457148,131
202502,2623064000,부산진구 부암1동,30대,68909700,1890
202502,2623064000,부산진구 부암1동,40대,96805141,1994
202502,2623064000,부산진구 부암1동,50대,112622087,1921
202502,2623064000,부산진구 부암1동,60대이상,105658019,1846
202502,2623066000,부산진구 부암3동,20대,8486094,605
202502,2623066000,부산진구 부암3동,20대미만,1538605,127
202502,2623066000,부산진구 부암3동,30대,19563727,823
202502,2623066000,부산진구 부암3동,40대,37389541,1249
202502,2623066000,부산진구 부암3동,50대,39903585,1384
202502,2623066000,부산진구 부암3동,60대이상,46085208,1504
202502,2623067000,부산진구 당감1동,20대,17352382,997
202502,2623067000,부산진구 당감1동,20대미만,2450103,192
202502,2623067000,부산진구 당감1동,30대,30992945,1361
202502,2623067000,부산진구 당감1동,40대,55748842,2212
202502,2623067000,부산진구 당감1동,50대,84872894,3488
202502,2623067000,부산진구 당감1동,60대이상,118233019,4569
202502,2623068000,부산진구 당감2동,20대,9482810,563
202502,2623068000,부산진구 당감2동,20대미만,742735,64
202502,2623068000,부산진구 당감2동,30대,20259391,866
202502,2623068000,부산진구 당감2동,40대,39128352,966
202502,2623068000,부산진구 당감2동,50대,56217161,1096
202502,2623068000,부산진구 당감2동,60대이상,100253415,1533
202502,2623070000,부산진구 당감4동,20대,14253447,617
202502,2623070000,부산진구 당감4동,20대미만,1929903,127
202502,2623070000,부산진구 당감4동,30대,28379822,686
202502,2623070000,부산진구 당감4동,40대,44367361,1068
202502,2623070000,부산진구 당감4동,50대,54388899,1396
202502,2623070000,부산진구 당감4동,60대이상,58422694,1492
202502,2623071000,부산진구 가야1동,20대,23491547,1393
202502,2623071000,부산진구 가야1동,20대미만,1914224,126
202502,2623071000,부산진구 가야1동,30대,31662839,1148
202502,2623071000,부산진구 가야1동,40대,49517441,1543
202502,2623071000,부산진구 가야1동,50대,47058350,1803
202502,2623071000,부산진구 가야1동,60대이상,59862664,2061
202502,2623072000,부산진구 가야2동,20대,12323081,686
202502,2623072000,부산진구 가야2동,20대미만,1179354,84
202502,2623072000,부산진구 가야2동,30대,22441831,749
202502,2623072000,부산진구 가야2동,40대,29386367,971
202502,2623072000,부산진구 가야2동,50대,37844516,1246
202502,2623072000,부산진구 가야2동,60대이상,42047298,1262
202502,2623074000,부산진구 개금1동,20대,43799531,2229
202502,2623074000,부산진구 개금1동,20대미만,3435540,220
202502,2623074000,부산진구 개금1동,30대,88333517,2663
202502,2623074000,부산진구 개금1동,40대,97327301,2933
202502,2623074000,부산진구 개금1동,50대,118719205,3992
202502,2623074000,부산진구 개금1동,60대이상,149136407,4645
202502,2623075000,부산진구 개금2동,20대,10115651,500
202502,2623075000,부산진구 개금2동,20대미만,452030,30
202502,2623075000,부산진구 개금2동,30대,37433359,783
202502,2623075000,부산진구 개금2동,40대,58433057,939
202502,2623075000,부산진구 개금2동,50대,84605216,1319
202502,2623075000,부산진구 개금2동,60대이상,155924551,2143
202502,2623076000,부산진구 개금3동,20대,11253917,1063
202502,2623076000,부산진구 개금3동,20대미만,2553040,252
202502,2623076000,부산진구 개금3동,30대,19978805,931
202502,2623076000,부산진구 개금3동,40대,44131770,1362
202502,2623076000,부산진구 개금3동,50대,50083620,1893
202502,2623076000,부산진구 개금3동,60대이상,52955804,2210
202502,2623077000,부산진구 범천1동,20대,51350802,1898
202502,2623077000,부산진구 범천1동,20대미만,1343006,100
202502,2623077000,부산진구 범천1동,30대,112117161,2494
202502,2623077000,부산진구 범천1동,40대,101731566,2385
202502,2623077000,부산진구 범천1동,50대,167966243,3112
202502,2623077000,부산진구 범천1동,60대이상,202391196,3944
202502,2623078000,부산진구 범천2동,20대,7509415,578
202502,2623078000,부산진구 범천2동,20대미만,526370,60
202502,2623078000,부산진구 범천2동,30대,14469606,869
202502,2623078000,부산진구 범천2동,40대,18854574,804
202502,2623078000,부산진구 범천2동,50대,19290170,880
202502,2623078000,부산진구 범천2동,60대이상,33623483,1106
202502,2626051000,동래구 수민동,20대,22554094,1170
202502,2626051000,동래구 수민동,20대미만,2983259,191
202502,2626051000,동래구 수민동,30대,201469601,1933
202502,2626051000,동래구 수민동,40대,297288119,2871
202502,2626051000,동래구 수민동,50대,243138460,4118
202502,2626051000,동래구 수민동,60대이상,337308392,6405
202502,2626052000,동래구 복산동,20대,3687682,245
202502,2626052000,동래구 복산동,20대미만,291332,25
202502,2626052000,동래구 복산동,30대,10684651,404
202502,2626052000,동래구 복산동,40대,21906735,517
202502,2626052000,동래구 복산동,50대,20574655,725
202502,2626052000,동래구 복산동,60대이상,38751115,1018
202502,2626054500,동래구 명륜동,20대,92583621,3562
202502,2626054500,동래구 명륜동,20대미만,13729297,772
202502,2626054500,동래구 명륜동,30대,133248097,3549
202502,2626054500,동래구 명륜동,40대,214418018,4520
202502,2626054500,동래구 명륜동,50대,217429906,4993
202502,2626054500,동래구 명륜동,60대이상,290463176,5803
202502,2626055000,동래구 온천1동,20대,49626364,2546
202502,2626055000,동래구 온천1동,20대미만,3837828,260
202502,2626055000,동래구 온천1동,30대,115557478,3980
202502,2626055000,동래구 온천1동,40대,163217571,4471
202502,2626055000,동래구 온천1동,50대,191065041,5167
202502,2626055000,동래구 온천1동,60대이상,253003176,6757
202502,2626056000,동래구 온천2동,20대,38315458,1457
202502,2626056000,동래구 온천2동,20대미만,3441698,218
202502,2626056000,동래구 온천2동,30대,122772253,2739
202502,2626056000,동래구 온천2동,40대,174930702,3502
202502,2626056000,동래구 온천2동,50대,175375029,3364
202502,2626056000,동래구 온천2동,60대이상,232457742,4238
202502,2626057000,동래구 온천3동,20대,30888369,1718
202502,2626057000,동래구 온천3동,20대미만,1837283,170
202502,2626057000,동래구 온천3동,30대,61824241,2080
202502,2626057000,동래구 온천3동,40대,94534837,2356
202502,2626057000,동래구 온천3동,50대,117320855,2949
202502,2626057000,동래구 온천3동,60대이상,136528352,3286
202502,2626058000,동래구 사직1동,20대,19943678,1100
202502,2626058000,동래구 사직1동,20대미만,6468868,414
202502,2626058000,동래구 사직1동,30대,38048424,1242
202502,2626058000,동래구 사직1동,40대,112094105,2170
202502,2626058000,동래구 사직1동,50대,91672776,2030
202502,2626058000,동래구 사직1동,60대이상,92782479,2108
202502,2626059000,동래구 사직2동,20대,22447283,1308
202502,2626059000,동래구 사직2동,20대미만,7390088,509
202502,2626059000,동래구 사직2동,30대,34710170,1294
202502,2626059000,동래구 사직2동,40대,92036501,2431
202502,2626059000,동래구 사직2동,50대,69003276,2377
202502,2626059000,동래구 사직2동,60대이상,52587312,1929
202502,2626060000,동래구 사직3동,20대,11757583,593
202502,2626060000,동래구 사직3동,20대미만,2376587,129
202502,2626060000,동래구 사직3동,30대,33978201,902
202502,2626060000,동래구 사직3동,40대,74317690,1820
202502,2626060000,동래구 사직3동,50대,58518993,1628
202502,2626060000,동래구 사직3동,60대이상,65602962,1714
202502,2626074000,동래구 안락1동,20대,15596343,728
202502,2626074000,동래구 안락1동,20대미만,1372718,91
202502,2626074000,동래구 안락1동,30대,38862777,1202
202502,2626074000,동래구 안락1동,40대,76389726,1820
202502,2626074000,동래구 안락1동,50대,113829434,2575
202502,2626074000,동래구 안락1동,60대이상,189889182,4130
202502,2626075000,동래구 안락2동,20대,23862659,1252
202502,2626075000,동래구 안락2동,20대미만,3841809,243
202502,2626075000,동래구 안락2동,30대,62827464,1780
202502,2626075000,동래구 안락2동,40대,89588178,2433
202502,2626075000,동래구 안락2동,50대,91399632,2981
202502,2626075000,동래구 안락2동,60대이상,106625242,3209
202502,2626076100,동래구 명장1동,20대,6115982,452
202502,2626076100,동래구 명장1동,20대미만,872066,92
202502,2626076100,동래구 명장1동,30대,16364131,623
202502,2626076100,동래구 명장1동,40대,26230771,903
202502,2626076100,동래구 명장1동,50대,32882502,1073
202502,2626076100,동래구 명장1동,60대이상,39564705,1375
202502,2626076200,동래구 명장2동,20대,7363281,468
202502,2626076200,동래구 명장2동,20대미만,865189,101
202502,2626076200,동래구 명장2동,30대,16967284,592
202502,2626076200,동래구 명장2동,40대,31963750,855
202502,2626076200,동래구 명장2동,50대,40279288,1150
202502,2626076200,동래구 명장2동,60대이상,48331648,1493
202502,2629051000,남구 대연1동,20대,44094327,2981
202502,2629051000,남구 대연1동,20대미만,3127955,242
202502,2629051000,남구 대연1동,30대,47936039,1851
202502,2629051000,남구 대연1동,40대,83324364,2148
202502,2629051000,남구 대연1동,50대,96207234,2710
202502,2629051000,남구 대연1동,60대이상,142992348,3379
202502,2629053000,남구 대연3동,20대,197734438,11936
202502,2629053000,남구 대연3동,20대미만,21174054,1662
202502,2629053000,남구 대연3동,30대,132598097,4808
202502,2629053000,남구 대연3동,40대,180813096,5113
202502,2629053000,남구 대연3동,50대,172260715,5058
202502,2629053000,남구 대연3동,60대이상,136123282,3614
202502,2629054000,남구 대연4동,20대,6098180,387
202502,2629054000,남구 대연4동,20대미만,502950,59
202502,2629054000,남구 대연4동,30대,16664043,700
202502,2629054000,남구 대연4동,40대,27740857,799
202502,2629054000,남구 대연4동,50대,27553360,853
202502,2629054000,남구 대연4동,60대이상,46983308,1324
202502,2629055000,남구 대연5동,20대,26885039,1378
202502,2629055000,남구 대연5동,20대미만,2346499,172
202502,2629055000,남구 대연5동,30대,35741614,1306
202502,2629055000,남구 대연5동,40대,69454093,1942
202502,2629055000,남구 대연5동,50대,79094057,2558
202502,2629055000,남구 대연5동,60대이상,101214240,3348
202502,2629056000,남구 대연6동,20대,10743748,630
202502,2629056000,남구 대연6동,20대미만,1328097,90
202502,2629056000,남구 대연6동,30대,20481479,886
202502,2629056000,남구 대연6동,40대,43293960,1328
202502,2629056000,남구 대연6동,50대,35553514,1200
202502,2629056000,남구 대연6동,60대이상,39829824,1160
202502,2629057000,남구 용호1동,20대,26309879,1599
202502,2629057000,남구 용호1동,20대미만,4751046,519
202502,2629057000,남구 용호1동,30대,67566839,2435
202502,2629057000,남구 용호1동,40대,138664182,4059
202502,2629057000,남구 용호1동,50대,141750948,4594
202502,2629057000,남구 용호1동,60대이상,172400031,5715
202502,2629058000,남구 용호2동,20대,6287842,422
202502,2629058000,남구 용호2동,20대미만,908507,114
202502,2629058000,남구 용호2동,30대,15621658,623
202502,2629058000,남구 용호2동,40대,29729566,1012
202502,2629058000,남구 용호2동,50대,34671056,1303
202502,2629058000,남구 용호2동,60대이상,53127188,1747
202502,2629059000,남구 용호3동,20대,9076795,562
202502,2629059000,남구 용호3동,20대미만,1091152,85
202502,2629059000,남구 용호3동,30대,16960304,585
202502,2629059000,남구 용호3동,40대,30648667,916
202502,2629059000,남구 용호3동,50대,43226947,1463
202502,2629059000,남구 용호3동,60대이상,73870386,2291
202502,2629060000,남구 용호4동,20대,7652652,484
202502,2629060000,남구 용호4동,20대미만,808822,77
202502,2629060000,남구 용호4동,30대,17195152,509
202502,2629060000,남구 용호4동,40대,34142044,795
202502,2629060000,남구 용호4동,50대,35321292,891
202502,2629060000,남구 용호4동,60대이상,62825633,1252
202502,2629061000,남구 용당동,20대,11758825,448
202502,2629061000,남구 용당동,20대미만,405014,49
202502,2629061000,남구 용당동,30대,21159410,493
202502,2629061000,남구 용당동,40대,59486275,784
202502,2629061000,남구 용당동,50대,93170747,1071
202502,2629061000,남구 용당동,60대이상,100977055,990
202502,2629062000,남구 감만1동,20대,6265397,326
202502,2629062000,남구 감만1동,20대미만,189813,21
202502,2629062000,남구 감만1동,30대,12129070,406
202502,2629062000,남구 감만1동,40대,35111618,546
202502,2629062000,남구 감만1동,50대,57989029,788
202502,2629062000,남구 감만1동,60대이상,53429300,765
202502,2629063000,남구 감만2동,20대,4605120,196
202502,2629063000,남구 감만2동,20대미만,363963,27
202502,2629063000,남구 감만2동,30대,9890661,298
202502,2629063000,남구 감만2동,40대,21761457,521
202502,2629063000,남구 감만2동,50대,24996224,698
202502,2629063000,남구 감만2동,60대이상,35842035,1018
202502,2629064500,남구 우암동,20대,6070244,375
202502,2629064500,남구 우암동,20대미만,406844,60
202502,2629064500,남구 우암동,30대,13435365,519
202502,2629064500,남구 우암동,40대,26876005,765
202502,2629064500,남구 우암동,50대,34243350,1010
202502,2629064500,남구 우암동,60대이상,46082765,1517
202502,2629068000,남구 문현1동,20대,3357934,284
202502,2629068000,남구 문현1동,20대미만,370183,44
202502,2629068000,남구 문현1동,30대,7798035,279
202502,2629068000,남구 문현1동,40대,14457266,494
202502,2629068000,남구 문현1동,50대,14448783,656
202502,2629068000,남구 문현1동,60대이상,15220799,724
202502,2629069000,남구 문현2동,20대,19425961,840
202502,2629069000,남구 문현2동,20대미만,901107,50
202502,2629069000,남구 문현2동,30대,49928168,1806
202502,2629069000,남구 문현2동,40대,64143507,1748
202502,2629069000,남구 문현2동,50대,68634206,1525
202502,2629069000,남구 문현2동,60대이상,64466261,1247
202502,2629070000,남구 문현3동,20대,11917855,730
202502,2629070000,남구 문현3동,20대미만,1597774,139
202502,2629070000,남구 문현3동,30대,26684495,969
202502,2629070000,남구 문현3동,40대,43004867,1359
202502,2629070000,남구 문현3동,50대,49176257,1638
202502,2629070000,남구 문현3동,60대이상,64297371,1887
202502,2629071000,남구 문현4동,20대,7107325,332
202502,2629071000,남구 문현4동,20대미만,444304,33
202502,2629071000,남구 문현4동,30대,16057299,512
202502,2629071000,남구 문현4동,40대,22529828,629
202502,2629071000,남구 문현4동,50대,36034187,899
202502,2629071000,남구 문현4동,60대이상,45541485,1060
202502,2632051000,북구 구포1동,20대,15030993,863
202502,2632051000,북구 구포1동,20대미만,949229,64
202502,2632051000,북구 구포1동,30대,31163576,1397
202502,2632051000,북구 구포1동,40대,50235396,1937
202502,2632051000,북구 구포1동,50대,103043019,3349
202502,2632051000,북구 구포1동,60대이상,196044378,5693
202502,2632052000,북구 구포2동,20대,19593569,1171
202502,2632052000,북구 구포2동,20대미만,1847346,161
202502,2632052000,북구 구포2동,30대,37076332,1438
202502,2632052000,북구 구포2동,40대,67851664,1754
202502,2632052000,북구 구포2동,50대,74554542,2267
202502,2632052000,북구 구포2동,60대이상,105634782,2442
202502,2632052100,북구 구포3동,20대,9301696,644
202502,2632052100,북구 구포3동,20대미만,1496614,146
202502,2632052100,북구 구포3동,30대,16117730,600
202502,2632052100,북구 구포3동,40대,27836282,922
202502,2632052100,북구 구포3동,50대,38277567,1394
202502,2632052100,북구 구포3동,60대이상,42520162,1382
202502,2632053000,북구 금곡동,20대,12987629,858
202502,2632053000,북구 금곡동,20대미만,949373,126
202502,2632053000,북구 금곡동,30대,34533089,1307
202502,2632053000,북구 금곡동,40대,55623143,1820
202502,2632053000,북구 금곡동,50대,90429547,2827
202502,2632053000,북구 금곡동,60대이상,110708836,3126
202502,2632054100,북구 화명1동,20대,18679506,1057
202502,2632054100,북구 화명1동,20대미만,2391919,172
202502,2632054100,북구 화명1동,30대,62054902,1832
202502,2632054100,북구 화명1동,40대,87081933,2734
202502,2632054100,북구 화명1동,50대,92319175,3431
202502,2632054100,북구 화명1동,60대이상,96983854,3856
202502,2632054200,북구 화명2동,20대,9112120,510
202502,2632054200,북구 화명2동,20대미만,798316,63
202502,2632054200,북구 화명2동,30대,21138204,679
202502,2632054200,북구 화명2동,40대,25162945,805
202502,2632054200,북구 화명2동,50대,34959557,1202
202502,2632054200,북구 화명2동,60대이상,39005242,1137
202502,2632054300,북구 화명3동,20대,62591337,3356
202502,2632054300,북구 화명3동,20대미만,13600588,891
202502,2632054300,북구 화명3동,30대,98498538,3395
202502,2632054300,북구 화명3동,40대,170868982,4330
202502,2632054300,북구 화명3동,50대,166323287,4822
202502,2632054300,북구 화명3동,60대이상,134255606,3927
202502,2632055000,북구 덕천1동,20대,12864712,837
202502,2632055000,북구 덕천1동,20대미만,788903,53
202502,2632055000,북구 덕천1동,30대,30736726,1154
202502,2632055000,북구 덕천1동,40대,40486539,1120
202502,2632055000,북구 덕천1동,50대,72183574,1743
202502,2632055000,북구 덕천1동,60대이상,107974343,2363
202502,2632056000,북구 덕천2동,20대,115418285,3585
202502,2632056000,북구 덕천2동,20대미만,8776942,391
202502,2632056000,북구 덕천2동,30대,236834568,5700
202502,2632056000,북구 덕천2동,40대,407123961,8660
202502,2632056000,북구 덕천2동,50대,636368408,13281
202502,2632056000,북구 덕천2동,60대이상,924820901,19617
202502,2632056100,북구 덕천3동,20대,2122703,162
202502,2632056100,북구 덕천3동,20대미만,168267,16
202502,2632056100,북구 덕천3동,30대,4947588,206
202502,2632056100,북구 덕천3동,40대,5062565,233
202502,2632056100,북구 덕천3동,50대,5760469,314
202502,2632056100,북구 덕천3동,60대이상,7133212,389
202502,2632057100,북구 만덕1동,20대,5998961,359
202502,2632057100,북구 만덕1동,20대미만,421934,35
202502,2632057100,북구 만덕1동,30대,22400062,889
202502,2632057100,북구 만덕1동,40대,30372962,917
202502,2632057100,북구 만덕1동,50대,33200999,892
202502,2632057100,북구 만덕1동,60대이상,47311094,1130
202502,2632057200,북구 만덕2동,20대,10762287,804
202502,2632057200,북구 만덕2동,20대미만,1973078,196
202502,2632057200,북구 만덕2동,30대,31568047,1339
202502,2632057200,북구 만덕2동,40대,54130529,1772
202502,2632057200,북구 만덕2동,50대,52106215,2098
202502,2632057200,북구 만덕2동,60대이상,78593384,3113
202502,2632057300,북구 만덕3동,20대,7134353,455
202502,2632057300,북구 만덕3동,20대미만,970265,84
202502,2632057300,북구 만덕3동,30대,16374555,618
202502,2632057300,북구 만덕3동,40대,24852937,770
202502,2632057300,북구 만덕3동,50대,25941170,897
202502,2632057300,북구 만덕3동,60대이상,35750880,1281
202502,2635051000,해운대구 우1동,20대,88810699,3662
202502,2635051000,해운대구 우1동,20대미만,13122716,683
202502,2635051000,해운대구 우1동,30대,122685246,3509
202502,2635051000,해운대구 우1동,40대,163696607,3984
202502,2635051000,해운대구 우1동,50대,160346323,3869
202502,2635051000,해운대구 우1동,60대이상,197105484,3704
202502,2635052000,해운대구 우2동,20대,276060686,5375
202502,2635052000,해운대구 우2동,20대미만,17461063,917
202502,2635052000,해운대구 우2동,30대,822092323,7462
202502,2635052000,해운대구 우2동,40대,925948384,7940
202502,2635052000,해운대구 우2동,50대,635247794,6544
202502,2635052000,해운대구 우2동,60대이상,529356305,5363
202502,2635052500,해운대구 우3동,20대,24829202,947
202502,2635052500,해운대구 우3동,20대미만,2918932,255
202502,2635052500,해운대구 우3동,30대,59602814,1533
202502,2635052500,해운대구 우3동,40대,120440537,2596
202502,2635052500,해운대구 우3동,50대,95486850,2348
202502,2635052500,해운대구 우3동,60대이상,122794916,2852
202502,2635053000,해운대구 중1동,20대,97254612,4156
202502,2635053000,해운대구 중1동,20대미만,12743940,791
202502,2635053000,해운대구 중1동,30대,205894796,4872
202502,2635053000,해운대구 중1동,40대,256319752,6048
202502,2635053000,해운대구 중1동,50대,247816778,5376
202502,2635053000,해운대구 중1동,60대이상,269371551,5462
202502,2635054000,해운대구 중2동,20대,16660863,560
202502,2635054000,해운대구 중2동,20대미만,1640725,79
202502,2635054000,해운대구 중2동,30대,38320131,800
202502,2635054000,해운대구 중2동,40대,51039544,1021
202502,2635054000,해운대구 중2동,50대,52665535,997
202502,2635054000,해운대구 중2동,60대이상,42943955,990
202502,2635055100,해운대구 좌1동,20대,40432427,1870
202502,2635055100,해운대구 좌1동,20대미만,5363668,339
202502,2635055100,해운대구 좌1동,30대,74257466,2114
202502,2635055100,해운대구 좌1동,40대,135311943,3134
202502,2635055100,해운대구 좌1동,50대,156702033,4179
202502,2635055100,해운대구 좌1동,60대이상,169390355,4558
202502,2635055200,해운대구 좌2동,20대,41953582,2432
202502,2635055200,해운대구 좌2동,20대미만,8452078,554
202502,2635055200,해운대구 좌2동,30대,80331870,2732
202502,2635055200,해운대구 좌2동,40대,125772622,3300
202502,2635055200,해운대구 좌2동,50대,99976936,3131
202502,2635055200,해운대구 좌2동,60대이상,95017365,3053
202502,2635055300,해운대구 좌3동,20대,3690770,285
202502,2635055300,해운대구 좌3동,20대미만,988849,73
202502,2635055300,해운대구 좌3동,30대,11268148,340
202502,2635055300,해운대구 좌3동,40대,19087263,539
202502,2635055300,해운대구 좌3동,50대,15048125,665
202502,2635055300,해운대구 좌3동,60대이상,15635294,663
202502,2635055400,해운대구 좌4동,20대,39793300,904
202502,2635055400,해운대구 좌4동,20대미만,2451151,128
202502,2635055400,해운대구 좌4동,30대,127494793,1547
202502,2635055400,해운대구 좌4동,40대,255723381,2644
202502,2635055400,해운대구 좌4동,50대,289061305,2947
202502,2635055400,해운대구 좌4동,60대이상,341171750,3634
202502,2635056000,해운대구 송정동,20대,28035422,1094
202502,2635056000,해운대구 송정동,20대미만,2625465,135
202502,2635056000,해운대구 송정동,30대,58873109,1483
202502,2635056000,해운대구 송정동,40대,73069445,1875
202502,2635056000,해운대구 송정동,50대,88789852,2208
202502,2635056000,해운대구 송정동,60대이상,91275595,2230
202502,2635057000,해운대구 반여1동,20대,32795375,1694
202502,2635057000,해운대구 반여1동,20대미만,6158191,423
202502,2635057000,해운대구 반여1동,30대,71582587,2389
202502,2635057000,해운대구 반여1동,40대,132883469,3566
202502,2635057000,해운대구 반여1동,50대,156703714,4308
202502,2635057000,해운대구 반여1동,60대이상,186509736,4815
202502,2635058000,해운대구 반여2동,20대,5755788,411
202502,2635058000,해운대구 반여2동,20대미만,633628,66
202502,2635058000,해운대구 반여2동,30대,9223017,492
202502,2635058000,해운대구 반여2동,40대,16153421,670
202502,2635058000,해운대구 반여2동,50대,24313106,1102
202502,2635058000,해운대구 반여2동,60대이상,45491348,1695
202502,2635059000,해운대구 반여3동,20대,2549398,213
202502,2635059000,해운대구 반여3동,20대미만,169571,19
202502,2635059000,해운대구 반여3동,30대,4990373,280
202502,2635059000,해운대구 반여3동,40대,5980458,350
202502,2635059000,해운대구 반여3동,50대,10593129,606
202502,2635059000,해운대구 반여3동,60대이상,16160795,849
202502,2635059500,해운대구 반여4동,20대,3161157,265
202502,2635059500,해운대구 반여4동,20대미만,547833,62
202502,2635059500,해운대구 반여4동,30대,7805835,339
202502,2635059500,해운대구 반여4동,40대,10102234,419
202502,2635059500,해운대구 반여4동,50대,12168382,462
202502,2635059500,해운대구 반여4동,60대이상,10196946,449
202502,2635061000,해운대구 반송1동,20대,12664841,943
202502,2635061000,해운대구 반송1동,20대미만,1643361,150
202502,2635061000,해운대구 반송1동,30대,15328985,704
202502,2635061000,해운대구 반송1동,40대,26407119,1022
202502,2635061000,해운대구 반송1동,50대,43191085,1453
202502,2635061000,해운대구 반송1동,60대이상,62749002,1967
202502,2635062000,해운대구 반송2동,20대,8818544,573
202502,2635062000,해운대구 반송2동,20대미만,1007788,96
202502,2635062000,해운대구 반송2동,30대,15553846,748
202502,2635062000,해운대구 반송2동,40대,30866044,1198
202502,2635062000,해운대구 반송2동,50대,47218296,1967
202502,2635062000,해운대구 반송2동,60대이상,72924210,2812
202502,2635065000,해운대구 재송1동,20대,30524547,1798
202502,2635065000,해운대구 재송1동,20대미만,4776433,375
202502,2635065000,해운대구 재송1동,30대,72478961,2811
202502,2635065000,해운대구 재송1동,40대,147670652,3973
202502,2635065000,해운대구 재송1동,50대,131124382,3272
202502,2635065000,해운대구 재송1동,60대이상,144782561,3534
202502,2635066000,해운대구 재송2동,20대,13807893,942
202502,2635066000,해운대구 재송2동,20대미만,1483590,147
202502,2635066000,해운대구 재송2동,30대,25478430,942
202502,2635066000,해운대구 재송2동,40대,45609276,1230
202502,2635066000,해운대구 재송2동,50대,54870771,1904
202502,2635066000,해운대구 재송2동,60대이상,63570321,2175
202502,2638051000,사하구 괴정1동,20대,18960794,952
202502,2638051000,사하구 괴정1동,20대미만,2417077,198
202502,2638051000,사하구 괴정1동,30대,30880852,1058
202502,2638051000,사하구 괴정1동,40대,69362225,1851
202502,2638051000,사하구 괴정1동,50대,76354026,2300
202502,2638051000,사하구 괴정1동,60대이상,104160790,3256
202502,2638052000,사하구 괴정2동,20대,4587561,264
202502,2638052000,사하구 괴정2동,20대미만,401070,42
202502,2638052000,사하구 괴정2동,30대,10442772,370
202502,2638052000,사하구 괴정2동,40대,19629920,539
202502,2638052000,사하구 괴정2동,50대,24115009,734
