기준년월,행정동코드,행정동명,연령대,평균이용금액,평균이용건수
202401,2629070000,남구 문현3동,20대,15251548,846
202401,2629070000,남구 문현3동,20대미만,723127,74
202401,2629070000,남구 문현3동,30대,24988784,1010
202401,2629070000,남구 문현3동,40대,42814447,1432
202401,2629070000,남구 문현3동,50대,54624598,1613
202401,2629070000,남구 문현3동,60대이상,68208344,1690
202401,2629071000,남구 문현4동,20대,6287928,299
202401,2629071000,남구 문현4동,20대미만,180818,20
202401,2629071000,남구 문현4동,30대,13392548,442
202401,2629071000,남구 문현4동,40대,21754262,557
202401,2629071000,남구 문현4동,50대,34470216,728
202401,2629071000,남구 문현4동,60대이상,40711207,866
202401,2632051000,북구 구포1동,20대,16038101,876
202401,2632051000,북구 구포1동,20대미만,626897,38
202401,2632051000,북구 구포1동,30대,31481221,1348
202401,2632051000,북구 구포1동,40대,51690460,1742
202401,2632051000,북구 구포1동,50대,103256625,3087
202401,2632051000,북구 구포1동,60대이상,179058774,4629
202401,2632052000,북구 구포2동,20대,21763600,1233
202401,2632052000,북구 구포2동,20대미만,1130340,69
202401,2632052000,북구 구포2동,30대,38343354,1494
202401,2632052000,북구 구포2동,40대,61743120,1731
202401,2632052000,북구 구포2동,50대,84418966,2284
202401,2632052000,북구 구포2동,60대이상,105075675,2130
202401,2632052100,북구 구포3동,20대,11010896,696
202401,2632052100,북구 구포3동,20대미만,740184,86
202401,2632052100,북구 구포3동,30대,19494743,680
202401,2632052100,북구 구포3동,40대,30290106,966
202401,2632052100,북구 구포3동,50대,40678525,1413
202401,2632052100,북구 구포3동,60대이상,37975418,1195
202401,2632053000,북구 금곡동,20대,12409616,853
202401,2632053000,북구 금곡동,20대미만,587523,63
202401,2632053000,북구 금곡동,30대,38353138,1302
202401,2632053000,북구 금곡동,40대,59867561,1892
202401,2632053000,북구 금곡동,50대,93031749,2719
202401,2632053000,북구 금곡동,60대이상,105249165,2734
202401,2632054100,북구 화명1동,20대,16510032,1057
202401,2632054100,북구 화명1동,20대미만,961145,90
202401,2632054100,북구 화명1동,30대,51797068,1703
202401,2632054100,북구 화명1동,40대,75260846,2490
202401,2632054100,북구 화명1동,50대,81635924,2912
202401,2632054100,북구 화명1동,60대이상,74327615,2713
202401,2632054200,북구 화명2동,20대,9032669,514
202401,2632054200,북구 화명2동,20대미만,319794,34
202401,2632054200,북구 화명2동,30대,20980794,645
202401,2632054200,북구 화명2동,40대,24801051,824
202401,2632054200,북구 화명2동,50대,34693274,1161
202401,2632054200,북구 화명2동,60대이상,32165796,954
202401,2632054300,북구 화명3동,20대,62408655,3475
202401,2632054300,북구 화명3동,20대미만,6188128,409
202401,2632054300,북구 화명3동,30대,96727146,3328
202401,2632054300,북구 화명3동,40대,170635037,4516
202401,2632054300,북구 화명3동,50대,168249969,4707
202401,2632054300,북구 화명3동,60대이상,123523489,3467
202401,2632055000,북구 덕천1동,20대,13357238,704
202401,2632055000,북구 덕천1동,20대미만,354190,29
202401,2632055000,북구 덕천1동,30대,30094309,1094
202401,2632055000,북구 덕천1동,40대,45477185,1136
202401,2632055000,북구 덕천1동,50대,69787041,1691
202401,2632055000,북구 덕천1동,60대이상,106873331,2173
202401,2632056000,북구 덕천2동,20대,119421696,3849
202401,2632056000,북구 덕천2동,20대미만,5455766,224
202401,2632056000,북구 덕천2동,30대,235591471,5707
202401,2632056000,북구 덕천2동,40대,394086917,8368
202401,2632056000,북구 덕천2동,50대,606819702,12236
202401,2632056000,북구 덕천2동,60대이상,819332296,16547
202401,2632056100,북구 덕천3동,20대,1948875,154
202401,2632056100,북구 덕천3동,20대미만,81873,9
202401,2632056100,북구 덕천3동,30대,5547099,216
202401,2632056100,북구 덕천3동,40대,5322797,252
202401,2632056100,북구 덕천3동,50대,7266369,361
202401,2632056100,북구 덕천3동,60대이상,7630044,380
202401,2632057100,북구 만덕1동,20대,7213026,456
202401,2632057100,북구 만덕1동,20대미만,252607,23
202401,2632057100,북구 만덕1동,30대,24385977,954
202401,2632057100,북구 만덕1동,40대,31239520,946
202401,2632057100,북구 만덕1동,50대,36250524,915
202401,2632057100,북구 만덕1동,60대이상,46915851,1060
202401,2632057200,북구 만덕2동,20대,13333365,926
202401,2632057200,북구 만덕2동,20대미만,834175,92
202401,2632057200,북구 만덕2동,30대,32391356,1367
202401,2632057200,북구 만덕2동,40대,53409042,1825
202401,2632057200,북구 만덕2동,50대,54917872,2062
202401,2632057200,북구 만덕2동,60대이상,74608759,2827
202401,2632057300,북구 만덕3동,20대,9046642,588
202401,2632057300,북구 만덕3동,20대미만,664581,55
202401,2632057300,북구 만덕3동,30대,19093478,714
202401,2632057300,북구 만덕3동,40대,25453411,855
202401,2632057300,북구 만덕3동,50대,27311451,936
202401,2632057300,북구 만덕3동,60대이상,35084390,1188
202401,2635051000,해운대구 우1동,20대,83573989,3228
202401,2635051000,해운대구 우1동,20대미만,6988074,320
202401,2635051000,해운대구 우1동,30대,117172860,3268
202401,2635051000,해운대구 우1동,40대,165335362,3805
202401,2635051000,해운대구 우1동,50대,158272378,3717
202401,2635051000,해운대구 우1동,60대이상,169859076,3432
202401,2635052000,해운대구 우2동,20대,300643625,5410
202401,2635052000,해운대구 우2동,20대미만,9219328,433
202401,2635052000,해운대구 우2동,30대,757079109,7314
202401,2635052000,해운대구 우2동,40대,810601353,7687
202401,2635052000,해운대구 우2동,50대,581024780,6076
202401,2635052000,해운대구 우2동,60대이상,471156892,4830
202401,2635052500,해운대구 우3동,20대,24305998,902
202401,2635052500,해운대구 우3동,20대미만,1651788,95
202401,2635052500,해운대구 우3동,30대,62008358,1534
202401,2635052500,해운대구 우3동,40대,111309553,2574
202401,2635052500,해운대구 우3동,50대,100959911,2248
202401,2635052500,해운대구 우3동,60대이상,115496785,2455
202401,2635053000,해운대구 중1동,20대,107651422,3757
202401,2635053000,해운대구 중1동,20대미만,7682284,379
202401,2635053000,해운대구 중1동,30대,191715586,4415
202401,2635053000,해운대구 중1동,40대,256741784,5706
202401,2635053000,해운대구 중1동,50대,269437375,5264
202401,2635053000,해운대구 중1동,60대이상,278529379,4981
202401,2635054000,해운대구 중2동,20대,21003910,660
202401,2635054000,해운대구 중2동,20대미만,864794,46
202401,2635054000,해운대구 중2동,30대,44835670,874
202401,2635054000,해운대구 중2동,40대,48319414,1060
202401,2635054000,해운대구 중2동,50대,49731392,1040
202401,2635054000,해운대구 중2동,60대이상,45217353,895
202401,2635055100,해운대구 좌1동,20대,40111069,1807
202401,2635055100,해운대구 좌1동,20대미만,2792496,148
202401,2635055100,해운대구 좌1동,30대,72633649,2145
202401,2635055100,해운대구 좌1동,40대,138203329,3324
202401,2635055100,해운대구 좌1동,50대,156676272,4078
202401,2635055100,해운대구 좌1동,60대이상,154495413,4054
202401,2635055200,해운대구 좌2동,20대,43135151,2335
202401,2635055200,해운대구 좌2동,20대미만,3506415,256
202401,2635055200,해운대구 좌2동,30대,80116262,2464
202401,2635055200,해운대구 좌2동,40대,118417005,3161
202401,2635055200,해운대구 좌2동,50대,95962750,3086
202401,2635055200,해운대구 좌2동,60대이상,80311626,2627
202401,2635055300,해운대구 좌3동,20대,3371122,290
202401,2635055300,해운대구 좌3동,20대미만,472794,28
202401,2635055300,해운대구 좌3동,30대,9538398,332
202401,2635055300,해운대구 좌3동,40대,16663676,585
202401,2635055300,해운대구 좌3동,50대,15132162,611
202401,2635055300,해운대구 좌3동,60대이상,14331619,579
202401,2635055400,해운대구 좌4동,20대,13540449,651
202401,2635055400,해운대구 좌4동,20대미만,807306,58
202401,2635055400,해운대구 좌4동,30대,39055303,904
202401,2635055400,해운대구 좌4동,40대,89325732,1695
202401,2635055400,해운대구 좌4동,50대,108744349,1990
202401,2635055400,해운대구 좌4동,60대이상,172657772,2590
202401,2635056000,해운대구 송정동,20대,30091983,1097
202401,2635056000,해운대구 송정동,20대미만,1687332,83
202401,2635056000,해운대구 송정동,30대,55347941,1461
202401,2635056000,해운대구 송정동,40대,70629828,1884
202401,2635056000,해운대구 송정동,50대,82394924,2061
202401,2635056000,해운대구 송정동,60대이상,80878395,1953
202401,2635057000,해운대구 반여1동,20대,34113951,1756
202401,2635057000,해운대구 반여1동,20대미만,2796286,209
202401,2635057000,해운대구 반여1동,30대,75350719,2330
202401,2635057000,해운대구 반여1동,40대,141228894,3573
202401,2635057000,해운대구 반여1동,50대,150948761,4142
202401,2635057000,해운대구 반여1동,60대이상,186870252,4296
202401,2635058000,해운대구 반여2동,20대,7101551,526
202401,2635058000,해운대구 반여2동,20대미만,342182,30
202401,2635058000,해운대구 반여2동,30대,10633136,502
202401,2635058000,해운대구 반여2동,40대,18374525,755
202401,2635058000,해운대구 반여2동,50대,25997699,1137
202401,2635058000,해운대구 반여2동,60대이상,42767842,1515
202401,2635059000,해운대구 반여3동,20대,2731235,230
202401,2635059000,해운대구 반여3동,20대미만,96270,12
202401,2635059000,해운대구 반여3동,30대,4828308,249
202401,2635059000,해운대구 반여3동,40대,7198402,359
202401,2635059000,해운대구 반여3동,50대,10654600,546
202401,2635059000,해운대구 반여3동,60대이상,14336226,708
202401,2635059500,해운대구 반여4동,20대,8320736,292
202401,2635059500,해운대구 반여4동,20대미만,230213,33
202401,2635059500,해운대구 반여4동,30대,7703237,348
202401,2635059500,해운대구 반여4동,40대,18314527,439
202401,2635059500,해운대구 반여4동,50대,9695741,441
202401,2635059500,해운대구 반여4동,60대이상,8546821,378
202401,2635061000,해운대구 반송1동,20대,12186376,827
202401,2635061000,해운대구 반송1동,20대미만,805826,72
202401,2635061000,해운대구 반송1동,30대,15188742,693
202401,2635061000,해운대구 반송1동,40대,27501637,999
202401,2635061000,해운대구 반송1동,50대,48141859,1459
202401,2635061000,해운대구 반송1동,60대이상,55985142,1691
202401,2635062000,해운대구 반송2동,20대,11095689,707
202401,2635062000,해운대구 반송2동,20대미만,650003,54
202401,2635062000,해운대구 반송2동,30대,23575503,833
202401,2635062000,해운대구 반송2동,40대,35396854,1375
202401,2635062000,해운대구 반송2동,50대,51675095,1975
202401,2635062000,해운대구 반송2동,60대이상,71652520,2517
202401,2635065000,해운대구 재송1동,20대,33967758,1966
202401,2635065000,해운대구 재송1동,20대미만,2394070,195
202401,2635065000,해운대구 재송1동,30대,83010990,2869
202401,2635065000,해운대구 재송1동,40대,141305270,4190
202401,2635065000,해운대구 재송1동,50대,134451721,3250
202401,2635065000,해운대구 재송1동,60대이상,118579655,3139
202401,2635066000,해운대구 재송2동,20대,13843959,973
202401,2635066000,해운대구 재송2동,20대미만,1069496,78
202401,2635066000,해운대구 재송2동,30대,39025288,965
202401,2635066000,해운대구 재송2동,40대,47326348,1453
202401,2635066000,해운대구 재송2동,50대,55408773,1879
202401,2635066000,해운대구 재송2동,60대이상,90515602,1952
202401,2638051000,사하구 괴정1동,20대,22467906,1008
202401,2638051000,사하구 괴정1동,20대미만,1514085,100
202401,2638051000,사하구 괴정1동,30대,32953292,1102
202401,2638051000,사하구 괴정1동,40대,66557060,1738
202401,2638051000,사하구 괴정1동,50대,74755162,2074
202401,2638051000,사하구 괴정1동,60대이상,90459392,2382
202401,2638052000,사하구 괴정2동,20대,5501892,274
202401,2638052000,사하구 괴정2동,20대미만,301954,19
202401,2638052000,사하구 괴정2동,30대,13785417,415
202401,2638052000,사하구 괴정2동,40대,21090502,634
202401,2638052000,사하구 괴정2동,50대,25244620,699
202401,2638052000,사하구 괴정2동,60대이상,31226773,778
202401,2638053000,사하구 괴정3동,20대,15517064,739
202401,2638053000,사하구 괴정3동,20대미만,812219,63
202401,2638053000,사하구 괴정3동,30대,28905283,966
202401,2638053000,사하구 괴정3동,40대,53826368,1532
202401,2638053000,사하구 괴정3동,50대,81724821,2142
202401,2638053000,사하구 괴정3동,60대이상,123120620,2944
202401,2638054000,사하구 괴정4동,20대,5528725,359
202401,2638054000,사하구 괴정4동,20대미만,426822,33
202401,2638054000,사하구 괴정4동,30대,14206873,585
202401,2638054000,사하구 괴정4동,40대,21798903,830
202401,2638054000,사하구 괴정4동,50대,21953618,861
202401,2638054000,사하구 괴정4동,60대이상,23924022,773
202401,2638055000,사하구 당리동,20대,25719463,1226
202401,2638055000,사하구 당리동,20대미만,1700752,106
202401,2638055000,사하구 당리동,30대,52193724,1691
202401,2638055000,사하구 당리동,40대,103434339,2380
202401,2638055000,사하구 당리동,50대,109724215,2946
202401,2638055000,사하구 당리동,60대이상,138535212,3451
202401,2638056100,사하구 하단1동,20대,31637481,1654
202401,2638056100,사하구 하단1동,20대미만,727754,72
202401,2638056100,사하구 하단1동,30대,65641538,2035
202401,2638056100,사하구 하단1동,40대,80809314,2362
202401,2638056100,사하구 하단1동,50대,103759513,2741
202401,2638056100,사하구 하단1동,60대이상,128080690,3455
202401,2638056200,사하구 하단2동,20대,99173187,5059
202401,2638056200,사하구 하단2동,20대미만,6514162,373
202401,2638056200,사하구 하단2동,30대,98227484,3398
202401,2638056200,사하구 하단2동,40대,127005668,3650
202401,2638056200,사하구 하단2동,50대,139212158,3859
202401,2638056200,사하구 하단2동,60대이상,123399316,3358
202401,2638057100,사하구 신평1동,20대,11716733,547
202401,2638057100,사하구 신평1동,20대미만,722211,44
202401,2638057100,사하구 신평1동,30대,26340943,935
202401,2638057100,사하구 신평1동,40대,47357803,1297
202401,2638057100,사하구 신평1동,50대,72287993,1701
202401,2638057100,사하구 신평1동,60대이상,67408130,1634
202401,2638057200,사하구 신평2동,20대,16085339,822
202401,2638057200,사하구 신평2동,20대미만,790788,68
202401,2638057200,사하구 신평2동,30대,39351186,1288
202401,2638057200,사하구 신평2동,40대,61786663,1690
202401,2638057200,사하구 신평2동,50대,73322615,1809
202401,2638057200,사하구 신평2동,60대이상,56874199,1421
202401,2638058000,사하구 장림1동,20대,14694243,711
202401,2638058000,사하구 장림1동,20대미만,752116,47
202401,2638058000,사하구 장림1동,30대,38228459,1380
202401,2638058000,사하구 장림1동,40대,57203446,1860
202401,2638058000,사하구 장림1동,50대,64158009,1818
202401,2638058000,사하구 장림1동,60대이상,54825386,1559
202401,2638059000,사하구 장림2동,20대,24775325,1108
202401,2638059000,사하구 장림2동,20대미만,1088873,86
202401,2638059000,사하구 장림2동,30대,61144194,1934
202401,2638059000,사하구 장림2동,40대,88570409,2526
202401,2638059000,사하구 장림2동,50대,110854555,2826
202401,2638059000,사하구 장림2동,60대이상,118479709,2758
202401,2638060100,사하구 다대1동,20대,28474981,1588
202401,2638060100,사하구 다대1동,20대미만,1966272,145
202401,2638060100,사하구 다대1동,30대,47002407,1823
202401,2638060100,사하구 다대1동,40대,87441414,2937
202401,2638060100,사하구 다대1동,50대,105752117,3500
202401,2638060100,사하구 다대1동,60대이상,117784118,3486
202401,2638060200,사하구 다대2동,20대,18449269,1078
202401,2638060200,사하구 다대2동,20대미만,1921772,128
202401,2638060200,사하구 다대2동,30대,29377159,1075
202401,2638060200,사하구 다대2동,40대,49937523,1672
202401,2638060200,사하구 다대2동,50대,58923062,2099
202401,2638060200,사하구 다대2동,60대이상,53230586,1921
202401,2638061000,사하구 구평동,20대,5216290,335
202401,2638061000,사하구 구평동,20대미만,248343,25
202401,2638061000,사하구 구평동,30대,16226773,580
202401,2638061000,사하구 구평동,40대,26979586,804
202401,2638061000,사하구 구평동,50대,25021024,654
202401,2638061000,사하구 구평동,60대이상,25524251,502
202401,2638062000,사하구 감천1동,20대,9192264,574
202401,2638062000,사하구 감천1동,20대미만,581724,61
202401,2638062000,사하구 감천1동,30대,21032085,751
202401,2638062000,사하구 감천1동,40대,39737152,1223
202401,2638062000,사하구 감천1동,50대,51459688,1585
202401,2638062000,사하구 감천1동,60대이상,68075317,1833
202401,2638063000,사하구 감천2동,20대,2058264,150
202401,2638063000,사하구 감천2동,20대미만,130019,12
202401,2638063000,사하구 감천2동,30대,3505384,154
202401,2638063000,사하구 감천2동,40대,4881562,256
202401,2638063000,사하구 감천2동,50대,6643346,327
202401,2638063000,사하구 감천2동,60대이상,9027891,412
202401,2641051000,금정구 서1동,20대,581080,54
202401,2641051000,금정구 서1동,20대미만,41098,7
202401,2641051000,금정구 서1동,30대,1272284,75
202401,2641051000,금정구 서1동,40대,2338873,112
202401,2641051000,금정구 서1동,50대,3234882,154
202401,2641051000,금정구 서1동,60대이상,8169456,239
202401,2641052000,금정구 서2동,20대,7671580,403
202401,2641052000,금정구 서2동,20대미만,219606,18
202401,2641052000,금정구 서2동,30대,12456993,484
202401,2641052000,금정구 서2동,40대,20651012,638
202401,2641052000,금정구 서2동,50대,42478819,1009
202401,2641052000,금정구 서2동,60대이상,60537026,1357
202401,2641053000,금정구 서3동,20대,9591193,519
202401,2641053000,금정구 서3동,20대미만,368555,18
202401,2641053000,금정구 서3동,30대,18648772,805
202401,2641053000,금정구 서3동,40대,31644431,1224
202401,2641053000,금정구 서3동,50대,51874056,1877
202401,2641053000,금정구 서3동,60대이상,68069104,2302
202401,2641055500,금정구 금사회동동,20대,9580885,472
202401,2641055500,금정구 금사회동동,20대미만,503787,12
202401,2641055500,금정구 금사회동동,30대,22565900,753
202401,2641055500,금정구 금사회동동,40대,39891656,1001
202401,2641055500,금정구 금사회동동,50대,66234901,1290
202401,2641055500,금정구 금사회동동,60대이상,76496905,1340
202401,2641057000,금정구 부곡1동,20대,4270220,208
202401,2641057000,금정구 부곡1동,20대미만,351567,17
202401,2641057000,금정구 부곡1동,30대,9846557,310
202401,2641057000,금정구 부곡1동,40대,19657366,589
202401,2641057000,금정구 부곡1동,50대,31744889,884
202401,2641057000,금정구 부곡1동,60대이상,48920020,1349
202401,2641058000,금정구 부곡2동,20대,11983506,829
202401,2641058000,금정구 부곡2동,20대미만,472183,50
202401,2641058000,금정구 부곡2동,30대,30970459,783
202401,2641058000,금정구 부곡2동,40대,33000180,1095
202401,2641058000,금정구 부곡2동,50대,38200767,1287
202401,2641058000,금정구 부곡2동,60대이상,44317693,1346
202401,2641059000,금정구 부곡3동,20대,18659633,1077
202401,2641059000,금정구 부곡3동,20대미만,745290,70
202401,2641059000,금정구 부곡3동,30대,45619212,1374
202401,2641059000,금정구 부곡3동,40대,67078774,1994
202401,2641059000,금정구 부곡3동,50대,81799627,2387
202401,2641059000,금정구 부곡3동,60대이상,90803916,2280
202401,2641059100,금정구 부곡4동,20대,9416286,507
202401,2641059100,금정구 부곡4동,20대미만,259908,30
202401,2641059100,금정구 부곡4동,30대,12966445,645
202401,2641059100,금정구 부곡4동,40대,21614783,837
202401,2641059100,금정구 부곡4동,50대,28596687,1225
202401,2641059100,금정구 부곡4동,60대이상,34865938,1405
202401,2641060000,금정구 장전1동,20대,33988293,3086
202401,2641060000,금정구 장전1동,20대미만,1208681,105
202401,2641060000,금정구 장전1동,30대,21802137,1100
202401,2641060000,금정구 장전1동,40대,29834663,1098
202401,2641060000,금정구 장전1동,50대,33159239,1314
202401,2641060000,금정구 장전1동,60대이상,27687581,1051
202401,2641061000,금정구 장전2동,20대,143535640,7943
202401,2641061000,금정구 장전2동,20대미만,10233068,636
202401,2641061000,금정구 장전2동,30대,112987543,4024
202401,2641061000,금정구 장전2동,40대,150028949,4539
202401,2641061000,금정구 장전2동,50대,135776060,4016
202401,2641061000,금정구 장전2동,60대이상,87379827,2546
202401,2641063500,금정구 선두구동,20대,2529212,100
202401,2641063500,금정구 선두구동,20대미만,87370,6
202401,2641063500,금정구 선두구동,30대,7915032,194
202401,2641063500,금정구 선두구동,40대,15657991,315
202401,2641063500,금정구 선두구동,50대,30912522,543
202401,2641063500,금정구 선두구동,60대이상,28767876,559
202401,2641066500,금정구 청룡노포동,20대,7986808,584
202401,2641066500,금정구 청룡노포동,20대미만,410883,42
202401,2641066500,금정구 청룡노포동,30대,10993146,523
202401,2641066500,금정구 청룡노포동,40대,19973582,711
202401,2641066500,금정구 청룡노포동,50대,33021129,1108
202401,2641066500,금정구 청룡노포동,60대이상,45758340,1251
202401,2641067000,금정구 남산동,20대,26477638,1821
202401,2641067000,금정구 남산동,20대미만,1293551,145
202401,2641067000,금정구 남산동,30대,40113951,1415
202401,2641067000,금정구 남산동,40대,61355228,1898
202401,2641067000,금정구 남산동,50대,104003812,2997
202401,2641067000,금정구 남산동,60대이상,141424541,3491
202401,2641068000,금정구 구서1동,20대,34297264,1562
202401,2641068000,금정구 구서1동,20대미만,2682188,171
202401,2641068000,금정구 구서1동,30대,68744901,1929
202401,2641068000,금정구 구서1동,40대,129923173,2915
202401,2641068000,금정구 구서1동,50대,134153239,3232
202401,2641068000,금정구 구서1동,60대이상,140186712,3392
202401,2641069000,금정구 구서2동,20대,24058271,1057
202401,2641069000,금정구 구서2동,20대미만,1100943,92
202401,2641069000,금정구 구서2동,30대,147350736,1169
202401,2641069000,금정구 구서2동,40대,203501621,1602
202401,2641069000,금정구 구서2동,50대,144589025,2077
202401,2641069000,금정구 구서2동,60대이상,174949203,2508
202401,2641070000,금정구 금성동,20대,769516,22
202401,2641070000,금정구 금성동,20대미만,13650,0
202401,2641070000,금정구 금성동,30대,2475836,41
202401,2641070000,금정구 금성동,40대,4294653,62
202401,2641070000,금정구 금성동,50대,8092793,121
202401,2641070000,금정구 금성동,60대이상,10976629,116
202401,2644051000,강서구 대저1동,20대,10434275,513
202401,2644051000,강서구 대저1동,20대미만,74473,9
202401,2644051000,강서구 대저1동,30대,28660581,964
202401,2644051000,강서구 대저1동,40대,50092298,1228
202401,2644051000,강서구 대저1동,50대,68442766,1425
202401,2644051000,강서구 대저1동,60대이상,71769165,1365
202401,2644052000,강서구 대저2동,20대,149488112,2142
202401,2644052000,강서구 대저2동,20대미만,6524478,122
202401,2644052000,강서구 대저2동,30대,225050606,2946
202401,2644052000,강서구 대저2동,40대,285382181,3709
202401,2644052000,강서구 대저2동,50대,272942200,3576
202401,2644052000,강서구 대저2동,60대이상,173227464,2064
202401,2644053000,강서구 강동동,20대,3345558,96
202401,2644053000,강서구 강동동,20대미만,43225,3
202401,2644053000,강서구 강동동,30대,9726479,247
202401,2644053000,강서구 강동동,40대,18563673,356
202401,2644053000,강서구 강동동,50대,27537996,504
202401,2644053000,강서구 강동동,60대이상,31737497,538
202401,2644053500,강서구 명지1동,20대,66764663,2580
202401,2644053500,강서구 명지1동,20대미만,2979847,182
202401,2644053500,강서구 명지1동,30대,274964308,8054
202401,2644053500,강서구 명지1동,40대,359621870,9360
202401,2644053500,강서구 명지1동,50대,185348289,4432
202401,2644053500,강서구 명지1동,60대이상,144469459,3555
202401,2644054500,강서구 명지2동,20대,16246902,807
202401,2644054500,강서구 명지2동,20대미만,1664016,121
202401,2644054500,강서구 명지2동,30대,63604595,1961
202401,2644054500,강서구 명지2동,40대,128064736,3717
202401,2644054500,강서구 명지2동,50대,67414773,1894
202401,2644054500,강서구 명지2동,60대이상,55416061,1484
202401,2644055000,강서구 가락동,20대,4897308,87
202401,2644055000,강서구 가락동,20대미만,45056,1
202401,2644055000,강서구 가락동,30대,15806136,256
202401,2644055000,강서구 가락동,40대,40595699,323
202401,2644055000,강서구 가락동,50대,55033598,411
202401,2644055000,강서구 가락동,60대이상,34314736,292
202401,2644056000,강서구 녹산동,20대,77832382,2305
202401,2644056000,강서구 녹산동,20대미만,1018171,71
202401,2644056000,강서구 녹산동,30대,225136960,5678
202401,2644056000,강서구 녹산동,40대,471429736,7647
202401,2644056000,강서구 녹산동,50대,586806232,5864
202401,2644056000,강서구 녹산동,60대이상,421143955,3905
202401,2644058000,강서구 가덕도동,20대,3092168,174
202401,2644058000,강서구 가덕도동,20대미만,46769,2
202401,2644058000,강서구 가덕도동,30대,9262297,401
202401,2644058000,강서구 가덕도동,40대,19988281,521
202401,2644058000,강서구 가덕도동,50대,22079602,519
202401,2644058000,강서구 가덕도동,60대이상,16676717,329
202401,2647061000,연제구 거제1동,20대,24311802,1780
202401,2647061000,연제구 거제1동,20대미만,1923813,192
202401,2647061000,연제구 거제1동,30대,49783182,1966
202401,2647061000,연제구 거제1동,40대,109775884,3348
202401,2647061000,연제구 거제1동,50대,109553555,3207
202401,2647061000,연제구 거제1동,60대이상,88373393,2196
202401,2647062000,연제구 거제2동,20대,16376573,688
202401,2647062000,연제구 거제2동,20대미만,1238562,72
202401,2647062000,연제구 거제2동,30대,49844033,1355
202401,2647062000,연제구 거제2동,40대,104959894,2243
202401,2647062000,연제구 거제2동,50대,86684294,1933
202401,2647062000,연제구 거제2동,60대이상,85943660,1772
202401,2647063000,연제구 거제3동,20대,11903786,487
202401,2647063000,연제구 거제3동,20대미만,345397,24
202401,2647063000,연제구 거제3동,30대,31020413,827
202401,2647063000,연제구 거제3동,40대,52532639,1160
202401,2647063000,연제구 거제3동,50대,70184513,1651
202401,2647063000,연제구 거제3동,60대이상,80103071,1906
202401,2647064000,연제구 거제4동,20대,1654111,160
202401,2647064000,연제구 거제4동,20대미만,89497,13
202401,2647064000,연제구 거제4동,30대,4863483,194
202401,2647064000,연제구 거제4동,40대,7016887,264
202401,2647064000,연제구 거제4동,50대,5412005,278
202401,2647064000,연제구 거제4동,60대이상,5720189,228
202401,2647065000,연제구 연산1동,20대,23002250,1116
202401,2647065000,연제구 연산1동,20대미만,990432,72
202401,2647065000,연제구 연산1동,30대,42605295,1432
202401,2647065000,연제구 연산1동,40대,66237166,1791
202401,2647065000,연제구 연산1동,50대,64477528,1804
202401,2647065000,연제구 연산1동,60대이상,67875908,1829
202401,2647066000,연제구 연산2동,20대,26648276,1199
202401,2647066000,연제구 연산2동,20대미만,924235,57
202401,2647066000,연제구 연산2동,30대,66891663,2269
202401,2647066000,연제구 연산2동,40대,76300967,2203
202401,2647066000,연제구 연산2동,50대,78219926,2321
202401,2647066000,연제구 연산2동,60대이상,90917205,2530
202401,2647067000,연제구 연산3동,20대,3517429,340
202401,2647067000,연제구 연산3동,20대미만,271438,30
202401,2647067000,연제구 연산3동,30대,7494570,438
202401,2647067000,연제구 연산3동,40대,9985905,548
202401,2647067000,연제구 연산3동,50대,11601778,732
202401,2647067000,연제구 연산3동,60대이상,17648282,972
202401,2647068000,연제구 연산4동,20대,54589659,1877
202401,2647068000,연제구 연산4동,20대미만,1837457,93
202401,2647068000,연제구 연산4동,30대,178831926,2242
202401,2647068000,연제구 연산4동,40대,154396808,2500
202401,2647068000,연제구 연산4동,50대,215251869,3063
202401,2647068000,연제구 연산4동,60대이상,204901918,4027
202401,2647069000,연제구 연산5동,20대,63238018,2890
202401,2647069000,연제구 연산5동,20대미만,2111200,103
202401,2647069000,연제구 연산5동,30대,137740255,4172
202401,2647069000,연제구 연산5동,40대,202187940,4181
202401,2647069000,연제구 연산5동,50대,261964614,4722
202401,2647069000,연제구 연산5동,60대이상,247292802,4260
202401,2647070000,연제구 연산6동,20대,7528771,427
202401,2647070000,연제구 연산6동,20대미만,722902,40
202401,2647070000,연제구 연산6동,30대,15920917,621
202401,2647070000,연제구 연산6동,40대,22677505,714
202401,2647070000,연제구 연산6동,50대,25299962,923
202401,2647070000,연제구 연산6동,60대이상,32107309,1147
202401,2647072000,연제구 연산8동,20대,7795257,360
202401,2647072000,연제구 연산8동,20대미만,256961,24
202401,2647072000,연제구 연산8동,30대,28494958,582
202401,2647072000,연제구 연산8동,40대,62058181,788
202401,2647072000,연제구 연산8동,50대,98060435,950
202401,2647072000,연제구 연산8동,60대이상,94288319,1004
202401,2647073000,연제구 연산9동,20대,33057691,1778
202401,2647073000,연제구 연산9동,20대미만,1994315,153
202401,2647073000,연제구 연산9동,30대,79116212,2465
202401,2647073000,연제구 연산9동,40대,133555362,3418
202401,2647073000,연제구 연산9동,50대,144064005,3876
202401,2647073000,연제구 연산9동,60대이상,149914318,4022
202401,2650066000,수영구 남천1동,20대,68983643,2415
202401,2650066000,수영구 남천1동,20대미만,2589091,183
202401,2650066000,수영구 남천1동,30대,185514278,3325
202401,2650066000,수영구 남천1동,40대,330731159,4734
