가맹점명,도로명주소,지번주소,위도,경도,데이터기준일자
정관장 홍삼 부전점,부산 부산진구 새싹로 21-1 1층(부전동),,35.1596873,129.0572959,2024-09-30
자유마트,부산 서구 천해로7번길 33 (암남동),,35.08176331,129.0192242,2024-09-30
부경돈장군,부산 남구 석포로 18-1 1층 (감만동),,35.12213289,129.0830415,2024-09-30
가야상회,부산 중구 자갈치해안로 52 1층 92호(남포동4가),,35.09663058,129.0305745,2024-09-30
비케이뮤직,부산 사하구 낙동대로 563 (하단동),,35.11367393,128.9629729,2024-09-30
원식당,부산 금정구 서동 194-17,,35.21543353,129.1032166,2024-09-30
이수밀면,부산 동래구 여고로 13 (사직동),,35.19545495,129.0654574,2024-09-30
커피만드는집,"부산 북구 상리로18번나길 3 , 1층(만덕동)",,35.20784435,129.0359116,2024-09-30
청년축산,"부산 사하구 다대로 617 101호 상가 (다대동,자유아파트)",,35.05161518,128.9715603,2024-09-30
설레임헤어,"부산 연제구 연제로8번길 29 ,상가동 1층 B107호(연산동,브라운스톤1단지)",,35.17814788,129.0777138,2024-09-30
다수인수학전문학원,부산 해운대구 좌동순환로 182 501호 명주빌딩 (좌동),,35.17738571,129.1759823,2024-09-30
김효정수학교습소,부산 부산진구 범양로 105-2 (양정동)2층,,35.17286389,129.0646901,2024-09-30
한양족발,부산 서구 망양로 101 (동대신동3가),,35.11775388,129.0184551,2024-09-30
YGS HOOF 코리아,부산 수영구 무학로10번길 47 (광안동)1층일부,,35.15968734,129.1145361,2024-09-30
(주)정민옵스,"부산 남구 분포로 113 1005동 111호 (용호동,엘지메트로시티)",,35.12722455,129.109057,2024-09-30
아이에이치(iH),부산 부산진구 중앙대로680번가길 38 1층104호(부전동),,35.15513677,129.061243,2024-09-30
농축산마트,부산 수영구 광안로 37 (광안동),,35.15570413,129.1163914,2024-09-30
씨유온천아시아드점,부산 동래구 온천장로107번길 38-5 (온천동),,35.22077126,129.0821003,2024-09-30
슈베(Su Be),"부산 사상구 광장로 7 3층 3508호(괘법동,르네시떼)",,35.16433176,128.9777197,2024-09-30
거산체육관,부산 해운대구 아랫반송로 64 3층 (반송동),,35.22222444,129.1511788,2024-09-30
스파르타,"부산 수영구 수영로618번길 4 5층 501호 (광안동, 성우이린타워)",,35.1605482,129.1140429,2024-09-30
본,부산 해운대구 해운대로61번길 95-47 (반여동),,35.19572885,129.128667,2024-09-30
문경 흑염소,"부산 사하구 낙동대로457번길 31 , 1층(하단동)",,35.10464478,128.9671225,2024-09-30
골목보리밥,부산 남구 용호로177번길 20-1 (용호동),,35.11607386,129.1120541,2024-09-30
스팀에이스(Steam Ace),"부산 동래구 중앙대로 1393 M3층 (온천동, 롯데백화점)",,35.21170859,129.0774768,2024-09-30
당감e스쿨종합학원,부산 부산진구 가야대로703번나길 18 (당감동),,35.15811455,129.0474302,2024-09-30
이지핏 스튜디오(ez fit studio),부산 사하구 하신번영로 385 3층 SM빌딩 (하단동),,35.11540614,128.9605141,2024-09-30
아모레,"부산 북구 금곡대로303번길 2 803호 (화명동,시티타워)",,35.23564398,129.0134797,2024-09-30
사하중앙약국,부산 사하구 감천로 59 1층 101호 (감천동),,35.09059355,128.9991003,2024-09-30
윤영헤어,부산 부산진구 당감로64번길 16 1층 (당감동),,35.16755542,129.0397356,2024-09-30
코이수학학원,부산 기장군 정관면 정관로 489 402호 401 (제일프라자),,35.3263552,129.1703625,2024-09-30
킹마트,부산 동구 수정중로11번길 5 (수정동),,35.12951164,129.0434425,2024-09-30
하단 빛나는속눈썹&왁싱,부산 사하구 낙동남로1406번길 2 2층 (하단동),,35.1057409,128.9653146,2024-09-30
해성돈가,부산 중구 중구로29번길 11 (부평동1가),,35.10033699,129.0271992,2024-09-30
go디자인아트,"부산 동구 고관로 164 (좌천동,일신빌딩 203호)",,35.13157616,129.0506996,2024-09-30
김예원음악학원,부산 동래구 온천천로471번길 7 3층 (안락동),,35.19150749,129.1045727,2024-09-30
일미밀면,부산 해운대구 아랫반송로 63-3 (반송동),,35.22224928,129.1514098,2024-09-30
선오뎅바,부산 수영구 남천동로9번길 19 1층(남천동),,35.14369249,129.1100927,2024-09-30
이지아트미술교습소,부산 기장군 정관면 정관로 350 이지더원3차상가 321동 202호,,35.33580536,129.164361,2024-09-30
탑플러스마트,"부산 연제구 월드컵대로145번길 55 상가 102호(연산동, 홍익푸르미아파트)",,35.1839929,129.0792843,2024-09-30
에이치에스수학전문학원,"부산 동래구 명륜동 696-38,69 금강빌딩",,35.21205993,129.0825447,2024-09-30
휘고,"부산 부산진구 성지곡로 36-1 ,1,2층층 (초읍동)",,35.18556238,129.0484196,2024-09-30
크리에이러브이천일해운대,부산 해운대구 해운대로 813 (좌동),,35.17057874,129.1770697,2024-09-30
토들,"부산 해운대구 좌동순환로433번길 19 ,101호 (중동)",,35.16137183,129.1756087,2024-09-30
아모레카운셀러,"부산 연제구 거제대로 94 6층(거제동, 대진빌딩)",,35.17691575,129.0682561,2024-09-30
(주)디시에너지,부산 서구 보수대로 220 (동대신동3가),,35.11466023,129.019744,2024-09-30
대림과일,부산 해운대구 대천로103번길 9 대림2차상가 107호(좌동),,35.17481507,129.1724432,2024-09-30
그랏츠,"부산 중구 부평3길 28 (부평동1가,(우미아케이트내))",,35.10185063,129.027284,2024-09-30
ABG시스템,"부산 사상구 괘감로 37 17동 122호(괘법동, 산업용품유통상가)",,35.15975775,128.9804309,2024-09-30
치킨신드롬화명역점,"부산 북구 금곡대로285번길 19 , 304,305호(화명동,리버사이드빌딩)",,35.23376976,129.0123248,2024-09-30
에스더,"부산 중구 창선동1가 2-2, 3번지1층",,35.09969222,129.0309421,2024-09-30
JOY,부산 중구 광복중앙로 16 새부산종합상가가 10호(광복동3가),,35.10069963,129.0311962,2024-09-30
석화헬스클럽,"부산 동구 조방로 21 , 3층 (범일동, 석화빌딩)",,35.13879776,129.0618975,2024-09-30
수타5900,부산 남구 수영로 33 (문현동),,35.13717096,129.0715875,2024-09-30
지혜로운아이,"부산 사상구 대동로 98 2층 256호(학장동, 반도프라자)",,35.13728697,128.9791734,2024-09-30
배스킨라밴스부산다대포2호점,"부산광역시 사하구 다대로 704 몰운대종합상가시장107호,108호",,35.04876808,128.9646209,2024-09-30
카라,부산 남구 대연동 1413-1,,35.13609168,129.0894921,2024-09-30
소배,부산 강서구 명지동 명지시장,,35.12857812,128.9160237,2024-09-30
하트 GYM,부산 연제구 과정로 190 1층 (연산동),,35.18822723,129.1064607,2024-09-30
영진단과학원,부산 수영구 광서로16번길 28 (광안동),,35.16541364,129.1132861,2024-09-30
동키부식,부산 북구 만덕동 925-1 동원상가 8-108,,35.20948505,129.0306168,2024-09-30
아리따움신모라점,부산 사상구 백양대로 890 (모라동),,35.18580982,128.9912846,2024-09-30
한빛헤어,부산 서구 꽃마을로 43 남성한빛가든상가 303호(서대신동3가),,35.11754336,129.0113107,2024-09-30
국술원 연지도장,부산 부산진구 성지로 100 2층 (초읍동),,35.17934974,129.052808,2024-09-30
해동수산,부산 사하구 다대동로8번길 99 (다대동),,35.05726298,128.9743131,2024-09-30
얼큰이칼국수,"부산 남구 수영로334번길 8 (대연동,1층)",,35.13796737,129.1023447,2024-09-30
현대모터스,부산 금정구 범어천로 27-1 (남산동),,35.26877012,129.0900699,2024-09-30
루사,부산 중구 남포동6가 1 남포지하도상가 나-36,,35.09713735,129.027159,2024-09-30
장수물회,부산 기장군 장안읍 임랑리 94-11,,35.31764036,129.2615465,2024-09-30
(유)금정산성토산주,부산 금정구 산성로 453 (금성동),,35.2503473,129.0564295,2024-09-30
김밥나라,"부산 해운대구 신반송로 171 상가 116호(반송동, 삼한아파트)",,35.22835692,129.1612181,2024-09-30
송월타월 기린상사,부산 수영구 연수로 400 (광안동),,35.16869862,129.1128589,2024-09-30
벽산명품세탁소,부산 사하구 하단동 1175 가락타운상가355동204호209호,,35.10107589,128.9579656,2024-09-30
기초탄탄음악학원,"부산 동래구 명륜로 163 ,2층,3층(명륜동)",,35.20846777,129.0820576,2024-09-30
아이플러스학원,부산 사하구 장림시장5길 175 2층(장림동),,35.07994394,128.9696486,2024-09-30
언양닭칼국수 해운대중동점,부산 해운대구 중동1로 39 상가 105호 (중동),,35.16220942,129.1635579,2024-09-30
민(MIN),부산 사하구 윤공단로 144 1층(다대동),,35.06091486,128.9741701,2024-09-30
아모레카운셀러,부산 연제구 거제동 75-7 ST빌딩 4층,,35.1934965,129.0779387,2024-09-30
아모레카운셀러,부산 연제구 중앙대로 1201 ST빌딩 4층 (거제동),,35.19498646,129.0796605,2024-09-30
아모레카운셀러,부산 금정구 개좌로 9 (서동),,35.21493499,129.108449,2024-09-30
중동북부점현대자동차,부산 해운대구 좌동로 42 (중동),,35.1692637,129.1713974,2024-09-30
알파로미오,부산 부산진구 중앙대로 지하 717 대현프리몰 I-17호 (부전동),,35.15523634,129.059137,2024-09-30
홍콩반점0410(광안리카페거리점),"부산 수영구 광안해변로 193 ,2층 (광안동)",,35.15165367,129.1167421,2024-09-30
제이에스와이 영어학원,"부산 서구 대영로38번길 11 109동 305호 306호 (서대신동1가, 대신푸르지오)",,35.10739824,129.0161323,2024-09-30
노홍만두,부산 해운대구 구남로41번길 26-4 (중동),,35.16140873,129.1624598,2024-09-30
부산예술음악학원,부산 부산진구 대학로 29 (가야동) 2층,,35.15285602,129.0363107,2024-09-30
홍콩반점0410양정역점,부산 부산진구 중앙대로 902 (양정동),,35.17067332,129.069821,2024-09-30
클루빌러닝센터학원,부산 사하구 다대로 483 현대빌딩202호일부 (다대동),,35.06140231,128.9763247,2024-09-30
닭발의지존,부산 수영구 연수로 382 (광안동)1~2층,,35.16971255,129.1114018,2024-09-30
티엔비,부산 북구 백양대로 1182 (구포동),,35.20780527,129.0053025,2024-09-30
현지이불,부산 동구 범일동 290-1 부산진시장지층잉여부31.32호,,35.13642685,129.0588381,2024-09-30
안혜경헤어#,"부산 해운대구 좌동순환로 480 상가 205호(중동, 금호어울림아파트)",,35.16407546,129.1700826,2024-09-30
도우미편의점,부산 해운대구 좌동 1317 경동지-플러스지하1층제분산상가지하 1,,35.16844683,129.179399,2024-09-30
할인마트사직점,부산 동래구 사직로70번길 32 (사직동),,35.19667482,129.0579294,2024-09-30
아이통곡모유육아상담실,"부산 수영구 수영로 668 ,902호 (광안동,화목오피스텔)",,35.16528901,129.1150736,2024-09-30
일송학원,"부산 사하구 하신번영로 241 (하단동,3,4층)",,35.10247208,128.9580916,2024-09-30
씨유쥬디스본관점,"부산 부산진구 부전동 190-1,190-3 1층",,35.15478674,129.0600421,2024-09-30
아이왕자,"부산 동래구 연안로 74 후문상가 102호(안락동, 뜨란채아파트)",,35.19553809,129.1024421,2024-09-30
합천반점,부산 사상구 낙동대로916번길 17 (감전동),,35.14269686,128.9711615,2024-09-30
썬헤어디자인,부산 사상구 괘법동 525-10,,35.16509087,128.9819329,2024-09-30
토탈패션,부산 중구 중앙동1가 광복지하쇼핑센타 B-31,,35.10071533,129.0356933,2024-09-30
거창통닭,부산 동구 진성로9번길 28 (수정동),,35.12891967,129.0472751,2024-09-30
예인,부산 중구 중구로53번길 10 (부평동1가),,35.10270957,129.0269767,2024-09-30
도그스타일,"부산 해운대구 달맞이길65번길 33 ,306호 달맞이유림노르웨이숲아파트상가 (중동)",,35.16118308,129.1736962,2024-09-30
제일백반,부산 남구 지게골로 130 (문현동),,35.13429584,129.0746002,2024-09-30
상하이반점,부산 북구 화명동 2306 대림쌍용강변타운상가 1-206,,35.22638631,129.0070589,2024-09-30
부산가스상사,부산 부산진구 가야대로548번길 122 (가야동),,35.1483236,129.0329607,2024-09-30
오복가,부산 해운대구 양운로 182 두산동국상가동 B08호(좌동),,35.17870621,129.1699412,2024-09-30
철이네문어.닭발,부산 해운대구 좌동로 115 (좌동),,35.17370576,129.1771477,2024-09-30
림스(LIM'S),부산 부산진구 부전동 573-1 대현프리몰J-20-2,,35.15523634,129.059137,2024-09-30
북&빈,부산 동구 초량로 41 (초량동),,35.12028225,129.0380915,2024-09-30
대흥장식철물,부산 사하구 낙동대로 351 (당리동),,35.10096267,128.9788808,2024-09-30
백가네동네밀면,부산 수영구 무학로9번길 47 (광안동),,35.1639363,129.1151429,2024-09-30
피자알볼로좌동점,부산 해운대구 세실로 109 (좌동),,35.17418568,129.1750689,2024-09-30
장수돼지국밥,부산 영도구 절영로 470 (동삼동),,35.07015624,129.0680344,2024-09-30
송담한의원,"부산 동래구 온천장로119번길 14 (온천동,2층)",,35.22156469,129.084088,2024-09-30
전망대오륙도횟집,"부산 수영구 민락수변로 1, 10층 2호 만락타운 (민락동)",,35.15555424,129.1238197,2024-09-30
가족횟집,부산 강서구 신포길17번길 28-1 (명지동),,35.11245341,128.9311788,2024-09-30
역마루청국장,부산 기장군 장안읍 장안로 66,,35.34567341,129.2545131,2024-09-30
신광,"부산 동구 진시장로 24 3동 라사-26호(범일동, 부산진시장)",,35.13642685,129.0588381,2024-09-30
아모레,부산 해운대구 해운대로191번길 10 C동 2층(재송동),,35.18110013,129.1247207,2024-09-30
경희 수한의원,부산 남구 수영로196번길 6 2층(대연동),,35.13458281,129.0878809,2024-09-30
아이들의꿈 재활의원,"부산 수영구 수영로 410 1001호(남천동, 정암빌딩)",,35.14246971,129.1087702,2024-09-30
고봉민김밥인,"부산 북구 금곡대로303번길 12 103호(화명동, 샤롯데빌딩)",,35.23568353,129.0130627,2024-09-30
럭키수퍼렛 부암점,부산 부산진구 부암동 332-6 (미주APT 1-4),,35.16629726,129.0445275,2024-09-30
동원식당,부산 남구 우암로70번길 22-6 (감만동),,35.11673133,129.0822788,2024-09-30
풀잎문화센터,부산 중구 구덕로 66-1 (남포동5가),,35.09806307,129.0285416,2024-09-30
플러스세차,부산 해운대구 센텀동로 6 홈플러스센템시티점 (우동),,35.17091188,129.1336915,2024-09-30
오륙도산곰장어,부산 남구 우암로79번길 7 (감만동),,35.11763194,129.0803489,2024-09-30
아모레 카운셀러,부산 수영구 수영로 669 신세계 메디컬센터 7층(광안동),,35.16557387,129.1144848,2024-09-30
순두부전문점콩밭,"부산 연제구 법원남로15번길 22 (거제동,1층)",,35.19011235,129.0733152,2024-09-30
팔팔회 싱싱생선,부산 수영구 수영성로32번길 3 1층 (수영동),,35.17044956,129.1165273,2024-09-30
뚜꺼비노래연습장,부산 사하구 신산로 193 (신평동),,35.09009355,128.9764148,2024-09-30
엘림약국,부산 수영구 황령대로481번길 13 (남천동),,35.13936394,129.1073454,2024-09-30
유진골프,부산 남구 우암로 375 1층(문현동),,35.13542159,129.066561,2024-09-30
탑세일마트,부산 동구 진성로9번길 66 1층 (수정동),,35.12756991,129.0459631,2024-09-30
미화당,부산 남구 우암로70번길 22 (감만동),,35.11693735,129.0824241,2024-09-30
아모레카운셀러,"부산 동구 중앙대로 292 4층(초량동, 석송빌딩)",,35.12259224,129.0441002,2024-09-30
시장국수,부산 부산진구 새싹로8번길 18 (부전동) 1층일부,,35.15908341,129.0593516,2024-09-30
렛미인헤어,부산 사하구 하신번영로 312-1 (하단동),,35.10889151,128.9590554,2024-09-30
언니옷짱,부산 부산진구 부전동 573-1 대현지하상가1-12호,,35.15523634,129.059137,2024-09-30
유록수입,부산 사상구 백양대로 945 (모라동),,35.19061243,128.9915078,2024-09-30
커피하우스2,부산 사상구 냉정로 10 (주례동),,35.14735385,129.0014188,2024-09-30
조쿠로,부산 사상구 괘법동 817-5,,35.166318,128.9828917,2024-09-30
대연마취통증의학과의원,부산 남구 수영로 223 삼창빌딩3층 (대연동),,35.13529451,129.0909299,2024-09-30
아이브(I've),부산 사상구 백양대로 987 스파캐슬 1층(모라동),,35.19409904,128.992824,2024-09-30
대림농약종묘사,부산 금정구 중앙대로 2115 (청룡동),,35.27325579,129.0924163,2024-09-30
배약국,부산 사하구 다대로 323 (장림동),,35.07308925,128.9768698,2024-09-30
국수락,부산 부산진구 중앙대로 990 (양정동),,35.17745873,129.0751358,2024-09-30
야래향,부산 부산진구 진사로61번길 29 (개금동),,35.14660161,129.0170371,2024-09-30
정인,부산 수영구 망미로 7 (망미동),,35.17159935,129.1051812,2024-09-30
아르모,부산 동래구 중앙대로 1329 3층(온천동),,35.20585705,129.077652,2024-09-30
좌천떡방앗간,부산 기장군 장안읍 좌천리 191-8,,35.31287793,129.2436141,2024-09-30
향촌돼지국밥,부산 사하구 낙동대로233번길 26 (괴정동),,35.09817177,128.9917457,2024-09-30
산옥초장,부산 강서구 명지동 1-379 22/1,,35.11260174,128.9318167,2024-09-30
포항물회,부산 사상구 모라로 77-2 (모라동),,35.18762274,128.988946,2024-09-30
그린치과,"부산 사상구 백양대로 886 (모라동,5층)",,35.18561018,128.9914469,2024-09-30
재필상회,부산 수영구 광안해변로15번길 77 남천해변시장 지하층 60호(남천동),,35.1391591,129.1090435,2024-09-30
작심스터디카페 해운대센텀시티점,"부산 해운대구 센텀6로 21 ,2층 205호~206호 인텔리움센텀 (우동)",,35.17359479,129.1292169,2024-09-30
T.K Leaders 학원,부산 북구 만덕1로 53 3층(만덕동),,35.2141822,129.0315659,2024-09-30
프라임-수,부산 중구 광복중앙로 33 (신창동1가),,35.10239068,129.0305594,2024-09-30
놀부부대찌개엔철판구이,부산 북구 만덕대로15번길 8 (덕천동),,35.21091087,129.0068895,2024-09-30
토스몰,부산 연제구 교대로 10 1층(거제동),,35.1954897,129.0788216,2024-09-30
선비촌숯불한우,"부산 금정구 남산로 39 (남산동, 영창빌딩)",,35.26681576,129.0878895,2024-09-30
나베야돈까스,부산 동구 수정동 210-6,,35.12931197,129.0477739,2024-09-30
아모레카운셀러,"부산 연제구 거제대로 94 6층(거제동, 대진빌딩)",,35.17691575,129.0682561,2024-09-30
해냄독서실,"부산 북구 화명대로 90 (화명동,3층,4층)",,35.2341465,129.0179104,2024-09-30
유미상회,부산 영도구 절영로43번길 7 (남항동1가),,35.09057072,129.0392936,2024-09-30
오케이친구돈까스,부산 부산진구 복지로21번길 29 1층 (개금동),,35.15136515,129.0218925,2024-09-30
연산쭈꾸미,부산 연제구 고분로13번길 41-1 (연산동),,35.18745731,129.0849848,2024-09-30
이덕재영어전문학원,부산 연제구 아시아드대로82번길 13 4층 (거제동),,35.19224349,129.0677872,2024-09-30
동아슈퍼,"부산 사상구 괘감로 37 지하층 12호(괘법동, 산업용품유통상가)",,35.15975775,128.9804309,2024-09-30
은주네,부산 중구 부평3길 30-2 (부평동1가),,35.10213933,129.0272547,2024-09-30
서동할인마트,부산 금정구 서동로141번길 21 지하층 1호(서동),,35.21628083,129.1022286,2024-09-30
경동나비엔사상대리점,부산 사상구 주례로 142 (주례동),,35.14605878,129.0010627,2024-09-30
부산도우미개학교,부산 금정구 죽전2길 42 (금성동),,35.25417129,129.0572154,2024-09-30
블루독애견샵,부산 해운대구 반송동 296-1번지,,35.23087427,129.1515318,2024-09-30
하하잉글리쉬어학원,부산 부산진구 복지로 14-1 1층(개금동),,35.15189427,129.0200773,2024-09-30
NEW조광,부산 동구 조방로 51 (범일동),,35.1408612,129.0599272,2024-09-30
아모레카운셀러,부산 기장군 기장읍 차성로 342 2층 아모레퍼시픽(성혜빌딩),,35.2443974,129.2139116,2024-09-30
야시헤어살롱,부산 동구 초량상로 109 (초량동),,35.12133421,129.0394543,2024-09-30
토이앤맘부산,부산 사상구 사상로 372 2동 (덕포동),,35.17788955,128.9854026,2024-09-30
이도원원리수학교습소,"부산 북구 시랑로 98 303호(구포동, 전원아트빌라)",,35.19709259,129.0068834,2024-09-30
뜨란채식육점,"부산 동래구 연안로 74 103호(안락동, 안락뜨란채2단지상가아파트)",,35.19274534,129.1101565,2024-09-30
맥시칸,부산 연제구 중앙대로 1039 (연산동),,35.18140259,129.0776361,2024-09-30
두리김밥,부산 남구 유엔평화로 162 (용당동),,35.12213377,129.0979511,2024-09-30
만경사진관,부산 남구 용호동 176-7,,35.12828932,129.1069649,2024-09-30
애플편의점,부산 연제구 반송로 33 외1필지샤르망라이프 103호(연산동),,35.18833962,129.0840961,2024-09-30
박성현헤어아트,"부산 해운대구 좌동순환로433번길 30 , 311호(중동,해운대힐스테이트위브상가)",,35.16083698,129.1777743,2024-09-30
미샤화장품,부산 사하구 장림번영로 23 (장림동),,35.08128179,128.9680525,2024-09-30
소문난 안동찜닭,부산 영도구 동삼로29번길 10-3 (동삼동),,35.07633037,129.0711522,2024-09-30
캐슬치과,부산 북구 화명동 898-2 외7필지롯데캐슬카이저상가동317호-318호 상가-317,,35.22632387,129.0134515,2024-09-30
북부산새마을금고주유소,부산 북구 금곡대로 37 (덕천동),,35.21351415,129.0038463,2024-09-30
통영한려물산,부산 수영구 망미로22번길 39-6 (망미동),,35.17068697,129.1024354,2024-09-30
크린토피아수영현대협성점,부산 수영구 수영동 436-1 현대상가동제1층103,,35.16840956,129.1207366,2024-09-30
디테일헤어,"부산 북구 금곡대로 166 903동 120호 (화명동, 롯데캐슬카이저)",,35.22636131,129.0122107,2024-09-30
신광사,"부산 중구 대청로 60,534 (부평동2가,월드밸리 5층)",,35.10280491,129.0263637,2024-09-30
유정헤어,부산 북구 시랑로48번길 47 (구포동),,35.19989689,129.0035138,2024-09-30
묵도리상회,부산 동구 범일동 290 식료품부 9-10,,35.13623183,129.0584625,2024-09-30
비와이씨하단점,부산 사하구 낙동대로451번길 11 (하단동),,35.10461594,128.9696011,2024-09-30
일품향,부산 연제구 법원북로3번길 7 1층(거제동),,35.19353601,129.0673869,2024-09-30
하버드단과학원,"부산 동래구 충렬대로428번길 62 , 4층 (안락동,방림빌딩)",,35.19400282,129.10375,2024-09-30
명성,부산 북구 금곡대로 222 동원로얄듀크상가가동408호 (화명동),,35.22800029,129.0123958,2024-09-30
제일선식,부산 중구 중구로43번길 31 (부평동2가),,35.10173384,129.0261747,2024-09-30
장전제1잉글리쉬무무,부산 금정구 부산대학로64번길 142 2층 (장전동),,35.2378157,129.0861942,2024-09-30
현대빅세일마트,부산 금정구 서동로130번길 19-21 (서동),,35.21455568,129.1006346,2024-09-30
하늘조명,부산 금정구 무학송로 6 (부곡동),,35.23149564,129.0923498,2024-09-30
KM모터스,"부산 금정구 중앙대로 2065 (남산동,청룡빌딩 1층)",,35.26864924,129.0924752,2024-09-30
정일용치과의원,"부산 부산진구 중앙대로783번길 11 3층 301호 303호 (부전동, 서면동원시티비스타)",,35.16220009,129.0616532,2024-09-30
아모레카운셀러,"부산 남구 용호로 54 7층(용호동, 대영빌딩)",,35.12616442,129.109657,2024-09-30
아모레,"부산 남구 수영로 233 7층(대연동, 해암빌딩)",,35.13541842,129.0921824,2024-09-30
하나돈까스,부산 남구 수영로196번길 57 1층(대연동),,35.13231595,129.0883664,2024-09-30
고봉민김밥인(서동점),부산 금정구 서동로 163 (서동),,35.21477349,129.1044269,2024-09-30
김앤강영수전문학원,"부산 사하구 다대로429번길 20 (다대동,삼환아파트상가1동311,312호)",,35.0617561,128.9816241,2024-09-30
삼일칠-구 (317-9),부산 연제구 과정로327번길 19 1층 (연산동),,35.18885999,129.0913828,2024-09-30
신앙촌상회,부산 남구 장고개로 109 1층 (문현동),,35.13493801,129.0692649,2024-09-30
부산숯불갈비,"부산 중구 중구로48번길 9 (신창동3가)1,2층외3-1,3-2번지",,35.10231473,129.0288912,2024-09-30
대성정육마트,부산 부산진구 중앙대로755번길 13 1층 (부전동),,35.16014165,129.059969,2024-09-30
총각네고기백화점,부산 사하구 장림시장5길 168 (장림동),,35.07967627,128.9693055,2024-09-30
예이제,부산 해운대구 해운대해변로298번길 29 1층(중동),,35.1609695,129.1668879,2024-09-30
월드크리닝 명지엘크루점,"부산 강서구 명지오션시티12로 120 C4상가 117동 1호 (명지동,엘크루블루오션)",,35.08176283,128.9082947,2024-09-30
리엘,부산 부산진구 자유평화로 7 3층 144호 평화시장 (범천동),,35.14169296,129.0606732,2024-09-30
미다스헤어,부산 동래구 충렬대로237번길 45 (수안동),,35.20343705,129.0851866,2024-09-30
풀각시,"부산 동구 진시장로 24 67호 (범일동, 부산진시장)",,35.13642685,129.0588381,2024-09-30
통문장영어교습소,부산 금정구 범어천로52번길 35 1층 (남산동),,35.27101256,129.091287,2024-09-30
토탈레져,부산 수영구 구락로 56 (수영동),,35.17259751,129.1181924,2024-09-30
지니,"부산 사상구 광장로 7, 2069호 (괘법동,르네시떼)",,35.16433176,128.9777197,2024-09-30
꼬레뷰티,"부산 수영구 광안로 20 104동 2102호 (광안동,부산광안동쌍용예가디오션)",,35.15493966,129.1152285,2024-09-30
주례남성커트클럽,부산 사상구 가야대로 290-8 2층(주례동),,35.15013026,129.0046685,2024-09-30
대성주유기,"부산 남구 진남로220번가길 3-11 (문현동,우정빌라11차)203",,35.14576607,129.0761229,2024-09-30
의료법인 진연의료재단 감천문화요양병원,부산 사하구 옥천로 38 (감천동),,35.09032249,129.0067957,2024-09-30
감내까페,부산 사하구 감내2로 177 (감천동),,35.09854239,129.0101544,2024-09-30
샌토쥬,"부산 북구 금곡대로285번길 22 105호(화명동, 화명월드타워)",,35.23417543,129.0123188,2024-09-30
크린토피아,부산 북구 금곡대로 230 (화명동)금융복합스포츠타운106호,,35.22876206,129.0129216,2024-09-30
리본태,"부산 동구 진시장로 24, 18호 17 진시장상포 (범일동,부산진시장)",,35.13642685,129.0588381,2024-09-30
용당요양병원,부산 남구 신선로 429 (용당동),,35.12353834,129.099122,2024-09-30
부산에띠엠,"부산 사상구 사상로 172, 2층 (괘법동)",,35.16089208,128.9861522,2024-09-30
대통한의원,"부산 동래구 안남로 23, 306호 (낙민동,보림프라자)",,35.19464285,129.0948203,2024-09-30
바디코어운동센터,"부산 동래구 충렬대로 249-1, 2층 태원빌딩 (수안동)",,35.2014133,129.086708,2024-09-30
생그린부산지사,부산 동구 초량북로29번길 14 (초량동),,35.12270565,129.0361475,2024-09-30
주식회사헬로스마일,"부산 해운대구 센텀1로 9 2층 제에스 221호 (우동, 롯데갤러리움센텀)",,35.16784571,129.1309595,2024-09-30
수페,부산 동래구 아시아드대로231번길 23 1층 (온천동),,35.20507513,129.0662092,2024-09-30
천년사직건강식품판매원,부산 동래구 아시아드대로 147 (사직동),,35.19756627,129.0652215,2024-09-30
박승철헤어스튜디오화명롯데카이저점,"부산 북구 금곡대로 166 (화명동,롯데캐슬카이저복합상가118,119,122호)",,35.22636131,129.0122107,2024-09-30
버블링솝,"부산 부산진구 새싹로 221, 6동 1401호 (초읍동,선경성지곡아파트)",,35.1764052,129.0472698,2024-09-30
양정횟집,부산 부산진구 연제로9번길 35 1층 (양정동),,35.17539355,129.0762612,2024-09-30
영리안수리안학원,"부산 해운대구 마린시티2로 33, A동 515호 (우동,두산위브제니스상가)",,35.15720524,129.144817,2024-09-30
유한약국,"부산 부산진구 중앙대로 757, 1층 (부전동)",,35.16009944,129.0606709,2024-09-30
양산왕돼지국밥,"부산 해운대구 재반로 70, 1층 지상 (재송동)",,35.18496077,129.1263659,2024-09-30
게이트맨열쇠,"부산 수영구 무학로49번길 78 , 1층광안1동(광안동)",,35.16447472,129.1183335,2024-09-30
척척네,"부산 금정구 범어천로 56 (남산동,1층)",,35.27125444,129.0894547,2024-09-30
코드코드영재학원,"부산 북구 금곡대로285번길 19, 리버사이드빌딩503 (화명동)",,35.23376976,129.0123248,2024-09-30
동아주차장,부산 사상구 광장로81번길 15 (괘법동),,35.16318223,128.9849725,2024-09-30
북경성,부산 남구 수영로196번길 83 (대연동),,35.13124046,129.0886813,2024-09-30
삼락농산물,부산 사상구 사상로277번나길 38-1 (삼락동),,35.17177686,128.9800045,2024-09-30
컴퓨터수리연구소,"부산 동래구 명안로 77 ,1층좌측 (명장동)",,35.20348189,129.104131,2024-09-30
어울림치과의원,"부산 해운대구 해운대로 407 (우동,신세계프라자)",,35.16783542,129.140696,2024-09-30
