가맹점명,도로명주소,지번주소,위도,경도,데이터기준일자
센텀 강수학 교습소,부산 해운대구 반여로 131 218호 (반여동),부산광역시 금정구 구서동 87-9(19),35.20345812,129.123349,2024-09-30
미스사이공 정관모전점,부산 기장군 정관읍 정관로 387 103호,부산광역시 동래구 명장동 573-3,35.32811913,129.1927482,2024-09-30
스마일베이커리,부산 남구 진남로46번길 38 1층 (대연동),부산광역시 중구 중앙동4가 52-29,35.13977032,129.0903861,2024-09-30
때빼고 광내고,부산 사상구 새벽시장로29번길 48 (감전동),부산광역시 기장군 기장읍 대라리 60-7,35.15791344,128.9777635,2024-09-30
울엄마맛집,부산 동구 범상로 6 (범일동),부산광역시 기장군 기장읍 대변리 406-23번지,35.14076639,129.0490841,2024-09-30
디디네일(DD네일),부산 강서구 명지오션시티12로 120 상가동 C4 B106 (명지동),부산광역시 중구 창선동1가 9번지 신창아파트 108호,35.08176283,128.9082947,2024-09-30
마틸다,부산 동래구 여고로113번길 54 (사직동),부산광역시 부산진구 가야1동 343-2,35.20086477,129.0744562,2024-09-30
국제통닭,부산 기장군 정관읍 정관6로 15 ,부산광역시 수영구 광안동 203-6번지 신화빌딩 3층,35.32025303,129.1759272,2024-09-30
육몽가,부산 금정구 서부로 2 2층 (서동),"부산광역시 동래구 온천동 161-1SK허브올리브3층303호,304호 ",35.21483006,129.1051416,2024-09-30
고래,부산 연제구 안연로8번길 45 1층(연산동),부산광역시 수영구 망미1동 465-1번지 망미상가 110,35.18847121,129.1034335,2024-09-30
센텀노블레스영수전문학원,"부산 금정구 식물원로 59 2층 201호 (장전동, 비케이오피스텔)",부산광역시 영도구 영선동1가 37,35.22522621,129.0818629,2024-09-30
하르당 장산역점,"부산 해운대구 해운대로 814 1층 133호 (좌동, 세종월드프라자)",부산광역시 사상구 엄궁동 465-17번지 12/4,35.1696715,129.1776713,2024-09-30
풀란,부산 사하구 낙동대로410번길 24 지하층 (당리동),부산광역시 연제구 연산4동 723-19번지,35.10480367,128.974287,2024-09-30
한우리,부산 강서구 신덕길18번길 21-19 (대저1동),부산광역시 남구 용호동 395-16번지,35.20230675,128.9699937,2024-09-30
레리업 (Leri-up) 공방,"부산 동래구 삼어로 9 상가 201-2호 (안락동, 안락동 현대아파트)",부산광역시 동구 범일2동 290번지 부산진시장 2층 양모 90,35.20057231,129.1137553,2024-09-30
블루샥 팔레드시즈점,"부산 해운대구 해운대해변로298번길 24 1층 15호 (중동,팔레드시즈)",부산광역시 남구 문현3동 374-1번지 B104~106호,35.16019728,129.1665805,2024-09-30
엠베스트에스이(SE)공부습관365학원,부산 기장군 정관읍 정관로 485 602호 롯데캐슬프라자,부산광역시 부산진구 양정1동 458-5번지 현대프라자 140,35.32811913,129.1927482,2024-09-30
김복남맥주 부산주례점,"부산 사상구 가야대로255번길 5 116동 103호 (주례동, 주례롯데캐슬골드스마트)",부산광역시 중구 남포동1가 20,35.15225024,128.9968364,2024-09-30
레인보우크러스트,부산 서구 구덕로124번길 13 1층 (토성동5가),부산광역시 수영구 민락동 713-23,35.0973303,129.0224672,2024-09-30
밸라다사직점,부산 동래구 아시아드대로 194-1 1층 (사직동),부산광역시 기장군 기장읍 동부리 499번지,35.20154704,129.065603,2024-09-30
상현한방병원,부산광역시 사상구 사상로 174 괘법동,부산광역시 기장군 일광면 칠암리 8번지 7/1,35.16107288,128.9860885,2024-09-30
빽다방 부산수영역점,부산 수영구 연수로416번길 8 1층 남서쪽 (광안동),부산광역시 북구 화명3동 1170-1번지 대림쇼핑프라자 302호,35.16767929,129.1139208,2024-09-30
막내딸집건어물 마린시티점,"부산 해운대구 마린시티2로 33 104동 지하1층 105호 (우동, 해운대두산위브더제니스)",부산광역시 사상구 감전동 163-7번지 4층,35.15720524,129.144817,2024-09-30
크린에이드클라센트점,부산 남구 유엔로 81 115동 16호 (대연동),부산광역시 기장군 기장읍 동부리 150-1,35.13083435,129.0857243,2024-09-30
부부감자탕,부산 사하구 괴정로43번길 22 1층 (하단동),부산광역시 영도구 영선동2가 175 동부산아이존빌상가 204 9/1,35.10375942,128.9696238,2024-09-30
베이프독 가야점,"부산 부산진구 가야공원로 6 제상가동 1층 101호 (가야동, 가야센트레빌아파트)",부산광역시 해운대구 우1동 1434번지 썬프라자 1-141 지하,35.15298214,129.0289259,2024-09-30
비젼컴퓨터,"부산 해운대구 대천로103번길 47 제분산상가 1동 1층 109호 (좌동, 대림1차아파트)",부산광역시 사상구 괘법동 529-1번지 르네 1층 1068-1069,35.17865156,129.1746502,2024-09-30
리본휘트니스,부산 동래구 아시아드대로 131-1 (사직동),부산광역시 연제구 거제동 41-54 18/5,35.19619265,129.0656208,2024-09-30
수진이네 꼬마김밥,"부산 사하구 다송로 36 상가1층 5호 (다대동, 다대코오롱맨션)",부산광역시 금정구 오륜동 산105-9번지,35.06407983,128.9818602,2024-09-30
7월의 헤어,부산 중구 비프광장로 13-1 1층 (부평동1가),"부산광역시 부산진구 전포동 340(5,6) ",35.0986457,129.026805,2024-09-30
라잇커피,"부산 해운대구 센텀동로 99 1층 105호 (재송동, 벽산이센텀클래스원)",부산광역시 북구 구포2동 942-3번지,35.17615907,129.1258491,2024-09-30
김행년 헤어젤,부산 동구 고관로29번길 20 1층 (초량동),부산광역시 북구 덕천1동 388-1번지 대방상가 1-14,35.1224247,129.0415747,2024-09-30
팔각도부산어린이대공원점,부산 부산진구 새싹로 285 1층 (초읍동),부산광역시 기장군 기장읍 동부리 158-6번지,35.18142948,129.0468623,2024-09-30
헤이지,"부산 해운대구 해운대로 724 1층 106호,107호 (중동, 해운대에스에이치타워)",부산광역시 기장군 기장읍 대변리 406-24번지,35.16639423,129.1689194,2024-09-30
미쓰부산,부산 중구 중앙대로 53-1 1층 (중앙동2가),부산광역시 사상구 엄궁동 642-2 농협부산화훼광판장내온실동 8,35.1023973,129.0361204,2024-09-30
좋은날헤어,부산 금정구 중앙대로1945번길 16 2층 (구서동),부산광역시 동구 범일2동 290번지 진시장포목부 324,35.2580608,129.090179,2024-09-30
염색이야기 하단점,"부산 사하구 제석로 3 101동 102호 (하단동, 하단시티빌)",부산광역시 중구 신창동4가 41-3번지 국제시장 2블럭 하 50,35.10298428,128.9696146,2024-09-30
명륜한우한돈직판장,부산 동래구 문화로 3 (명륜동),부산광역시 해운대구 재송동 1090-36,35.21054146,129.0830077,2024-09-30
찌개밥상,부산 부산진구 자유평화로 21-10 1층 (범천동),부산광역시 해운대구 좌동 1513삼정코아214호,35.14188544,129.0623656,2024-09-30
행복한아침,부산 영도구 대평로 46 1층 (대평동2가),부산광역시 기장군 기장읍 연화리 136번지,35.09258841,129.0331447,2024-09-30
매쓰트리 수학 전문학원,"부산 부산진구 당감서로80번길 22 6층 (당감동, 광성빌딩)",부산광역시 영도구 동삼1동 1123번지 주공상가가동 108,35.16731579,129.0382507,2024-09-30
똥강아지,"부산 사하구 다대낙조1길 42 상가동 202호 (다대동, 성원아파트)",부산광역시 서구 서대신동2가 240-1번지,35.04848711,128.9682019,2024-09-30
텐퍼센트 이편한시민공원점,"부산 부산진구 중앙대로 862 상가동 지하1층 111호 (전포동, 전포엘에이치)",부산광역시 부산진구 연지동 165-1번지 1층,35.16673742,129.0674203,2024-09-30
유동에스프레소바 일광신도시점,부산 기장군 일광읍 해빛6로 81-13 101호,부산광역시 부산진구 부전동 29부산전자상가1층99,35.26430531,129.2258362,2024-09-30
하이카프라자&타이어테크,부산 영도구 동삼로 111 1층 (동삼동),"부산광역시 사상구 괘법동 529-1르네시떼3층3510,3151,3152호 ",35.08332251,129.0714631,2024-09-30
프로이데음악학원,"부산 강서구 명지국제3로 97 106동 3층 D307호 (명지동, 삼정그린코아더베스트)",부산광역시 강서구 강동동 2932-5,35.0984994,128.911058,2024-09-30
제이제이(JJ)당구클럽,부산 부산진구 당감서로80번길 20 5층 501호 (당감동),"부산광역시 사상구 괘법동 529-1시떼관1층1421,1422-1423호 ",35.1673357,129.0380314,2024-09-30
치킨신드롬 거제아시아드점,"부산 연제구 종합운동장로28번길 7 101동 1층 107호 (거제동, 부산아시아드코오롱하늘채아파트)",부산광역시 사상구 모라동 552,35.19348713,129.0647509,2024-09-30
트레비어명지점,부산 강서구 명지국제6로34번길 32 (명지동),부산광역시 기장군 일광면 동백리 28번지,35.09106143,128.9015983,2024-09-30
고삼촌 국밥,부산 사하구 다송로 71 B301호 (다대동),부산광역시 해운대구 좌동 1459-6번지 자생메디컬타워 208호,35.06199667,128.9841923,2024-09-30
영칼로리,부산 중구 광복로 42-1 1층 (창선동1가),부산광역시 사상구 주례3동 530-5번지,35.09916254,129.0296303,2024-09-30
역전 할머니 맥주(초량점),"부산 동구 중앙대로251번길 46-1 1층, 2층(초량동)",부산광역시 부산진구 개금동 455번지 엘지신개금상가B-1호,35.12024279,129.0395392,2024-09-30
진주상회,부산 수영구 망미배산로10번길 41 (망미동),부산광역시 중구 남포동5가 92 신동아시장 1-85,35.1758227,129.1066217,2024-09-30
동그라미,부산 수영구 수영로603번길 12 1층 (광안동),부산광역시 부산진구 개금동 596 상가동B1호,35.15993612,129.1129699,2024-09-30
미라클스터디학원,"부산 동래구 명장로 129 201호 (안락동, 아스트프라자)",부산광역시 금정구 금사동 106-17번지,35.20011375,129.1126509,2024-09-30
피시토랑,"부산 동구 범일로102번길 14 3층 (범일동, 조방빌딩)",부산광역시 연제구 연산동 489-10번지2층,35.13886874,129.0609986,2024-09-30
숙이네부엌,부산 해운대구 재반로211번길 18 1층 (반여동),부산광역시 부산진구 개금3동 주공복합상가 203호,35.19625843,129.1298713,2024-09-30
통통녹차족발,"부산 금정구 중앙대로1719번길 23 101호 (부곡동, 우남빌딩)","부산광역시 중구 남포동5가 92번지 신동아시장 2층 44,47호 ",35.23764708,129.0909052,2024-09-30
어나더,"부산 북구 만덕대로 지하 39 A-28 (덕천동,덕천지하상가)",부산광역시 동구 초량동 3944/1,35.21120316,129.0096718,2024-09-30
잉글리쉬웨어영어교습소,부산 동래구 석사로 8 4층 (사직동),부산광역시 사하구 괴정3동 403-3번지 25통3반,35.19796289,129.0611197,2024-09-30
이동하 해장국,부산 강서구 공항로811번길 60-8 1층 (대저2동),부산광역시 동래구 명장2동 24-7번지,35.18060117,128.9552651,2024-09-30
라쥬아 Jewelry,"부산 강서구 명지국제8로 229 1층 108호 (명지동,부산명지지구아이메디컬)",부산광역시 사하구 괴정동 286-9번지 사하정형외과 2층,35.0986001,128.9180129,2024-09-30
던킨 명지오션시티점,"부산 강서구 명지오션시티4로 70 102호 (명지동, NCTOWER)",부산광역시 사상구 모라1동 1361번지 동원아파트 상가 2층,35.08278311,128.9032507,2024-09-30
마루탕후루 삼정타워점,"부산 부산진구 중앙대로 672 5층 522호 (부전동, 삼정타워)",부산광역시 남구 대연동 1747-22번지,35.15300583,129.0596019,2024-09-30
소뎅이,부산 남구 분포로 61 B동 2층 234호 (용호동),부산광역시 부산진구 연지동 157번지,35.13121869,129.1118982,2024-09-30
김치퀸 김치찜 서면점,부산 부산진구 부전로95번길 23 1층 (부전동),부산광역시 사하구 당리동 303-6,35.15860273,129.0534952,2024-09-30
왕가탕후루 남포점,부산 중구 비프광장로 39 1층 (남포동5가),부산광역시 해운대구 반송2동 40-711번지 18통1반,35.09834496,129.0293129,2024-09-30
옵트리치,부산 부산진구 가야대로 753 1층 메다컬 101호 (부전동),부산광역시 서구 서대신동2가 96 효성빌딩2층,35.1579401,129.0540244,2024-09-30
동원할인마트,부산 기장군 일광읍 해송2로 19 ,부산광역시 금정구 두구동 1309번지,35.26735619,129.2298497,2024-09-30
이마트24 범천우리가점,"부산 부산진구 신천대로65번길 90 상가 101호 (범천동,평광우리가)",부산광역시 강서구 죽림동 730,35.14619803,129.0578016,2024-09-30
두꺼비오뎅 양정점,"부산 부산진구 거제대로48번길 20 1층 109호 (양정동, 양정역퀸즈팰리스)",부산광역시 부산진구 부전 1 동 573-1 대현프리몰 A 열 17-1,35.17266575,129.0687603,2024-09-30
펫피아 24 대연점,부산 남구 못골로12번길 74 1층 101호 (대연동),부산광역시 부산진구 전포동 876-4에메랄드홈2층210호,35.13537654,129.0878257,2024-09-30
크린토피아,"부산 서구 보수대로154번길 29 상가 301동 111호 (동대신동1가, 동대신역비스타동원아파트)",부산광역시 기장군 기장읍 동부리283-2,35.11037067,129.0228168,2024-09-30
뷰티더무드,부산 연제구 중앙대로1043번길 12 2층 뷰티더무드 (연산동),"부산광역시 해운대구 우동 1435벽산e-오렌지프라자3층340,341호 ",35.1816133,129.0772546,2024-09-30
카페051 연산토곡점,부산 연제구 과정로 111 1층 (연산동),부산광역시 부산진구 당감2동 177-1번지,35.18137304,129.1068617,2024-09-30
용이네,부산 영도구 남항로41번길 18-4 (영선동2가),부산광역시 북구 구포2동 793-19,35.08924508,129.0414591,2024-09-30
1학년1반,부산 금정구 동부곡로5번길 58 1층(부곡동),부산광역시 기장군 기장읍 교리 328-1번지,35.2283088,129.0929002,2024-09-30
오스루,부산 강서구 명지국제8로 266 106호 (명지동),부산광역시 연제구 연산6동 2122-30번지 신양빌딩3층,35.09755283,128.9217851,2024-09-30
부산막고기 부산제1호 부산안락점,부산 동래구 충렬대로359번길 15 1층 (안락동),부산광역시 중구 중앙동4가 84번지,35.19874983,129.0981699,2024-09-30
벽창호블라인드,부산 북구 산성로47번길 4 (화명동),부산광역시 북구 만덕동 840-32번지,35.24116431,129.0183828,2024-09-30
화지스넥바,부산 부산진구 동평로325번길 64 1층 (양정동),부산광역시 수영구 광안동 142-1,35.17647399,129.0590395,2024-09-30
월드크리닝 부산우리마트지사점,부산 강서구 과학산단2로10번길 31 1층 우리마트 월드크리닝 (지사동),부산광역시 동구 범일동 309-7번지,35.14990292,128.8315142,2024-09-30
레이첼스가든,부산 기장군 일광읍 해빛4로 1 상가동 B117호 (이지더원1차오션포레),부산광역시 부산진구 범천1동 844번지 (중앙시장하층),35.26778904,129.2218332,2024-09-30
합천참기름,부산 금정구 서동시장길 13-1 (서동),부산광역시 사상구 모라동 277-3,35.21710094,129.0992741,2024-09-30
남촌설렁탕,부산 서구 충무대로 8 2층 201호 (암남동),부산광역시 부산진구 부전1동 18번지,35.07643263,129.0164056,2024-09-30
지에스25 보수중앙점,부산 중구 보수대로106번길 13 1층 (보수동3가),"부산광역시 해운대구 좌동 1484-2 경동코아301,308호 ",35.10491642,129.0218381,2024-09-30
김찜,부산 동래구 미남로146번길 45-2 1층 (온천동),부산광역시 동래구 명장2동 512번지 빈빌딩,35.2059629,129.0728432,2024-09-30
카페 화전75,부산 강서구 화전산단4로30번길 20 1층 (화전동),부산광역시 기장군 일광면 칠암리 30번지,35.11014061,128.8813065,2024-09-30
박영민수학학원,부산 수영구 남천동로 30 402호.403호.404호(남천동),"부산광역시 동구 초량동 415-1,415-7 ",35.14149402,129.1109737,2024-09-30
이마트24 센텀우방신세계점,"부산 해운대구 삼어로 61 117동 지하 101호 (반여동, 우방신세계아파트)",부산광역시 부산진구 부전동 485-37번지,35.20284877,129.1161475,2024-09-30
이마트24 반여한솔타운점,"부산 해운대구 삼어로 103 상가동 101, 102호 (반여동)",부산광역시 남구 대연동 1238-6,35.2064306,129.1187115,2024-09-30
친구랑횟집,부산 부산진구 중앙대로691번가길 15 1층 (부전동),부산광역시 부산진구 부전동 94-1,35.15502349,129.0556441,2024-09-30
골든브릿지 스터디카페(장림점),부산 사하구 두송로26번길 60 2층 (장림동),부산광역시 중구 부평동1가 21진수입상가2층,35.07669466,128.9802462,2024-09-30
뉴라인성형외과,"부산 부산진구 부전로66번길 40 2,3,4,5층(부전동)",부산광역시 영도구 대교동1가 183,35.15571548,129.0569152,2024-09-30
하나노래연습장,부산 연제구 아시아드대로 44 지하 (거제동),부산광역시 사상구 삼락동 417-14,35.18860434,129.0685301,2024-09-30
꼬마김밥,부산 강서구 명지오션시티4로 69 일부 102호 (명지동),부산광역시 사하구 하단2동 1149-29번지 외3필지,35.08277795,128.9039415,2024-09-30
카페051 남포역점,부산 중구 남포길 47 1층 (남포동2가),부산광역시 기장군 기장읍 동부리 280-2번지 기장메디컬센터 301호,35.09801786,129.0338495,2024-09-30
모찌커피,부산 사하구 다대로 565 2층 202호 (다대동),부산광역시 해운대구 중1동 1394번지,35.05588428,128.9708874,2024-09-30
스콜라몬테소리 부산용호점,부산 남구 분포로 115 힐탑탑플레이스 B동 1004호 (용호동),부산광역시 부산진구 당감4동 305-56,35.13219363,129.1127234,2024-09-30
스탠다드,"부산 금정구 동현로16번길 65 2호 (부곡동, 부곡영화맨션)",부산광역시 해운대구 좌동 1289-2거성프라자402호802호,35.22080677,129.0881861,2024-09-30
금하루,부산 부산진구 동평로405번길 17 1층 (양정동),부산광역시 중구 신창동2가 18번지,35.17461281,129.0697739,2024-09-30
아이콘코인노래연습장 서면점,부산 부산진구 중앙대로702번길 15 2층 아이콘코인노래연습장 (부전동),부산광역시 북구 구포동 1216-14 20/1,35.15550777,129.0600515,2024-09-30
미쁨수학교습소,"부산 북구 금곡대로285번길 16 5층 501-2호 (화명동, 메인프라자)",부산광역시 동구 수정5동 533번지 4통2반,35.2341368,129.012626,2024-09-30
두건쓴형제 연산점,부산 연제구 반송로 50-22 1층 (연산동),부산광역시 사상구 주례동 949-21,35.18836528,129.0862595,2024-09-30
아스티(Asti),부산 동구 중앙대로209번길 15 2층 (초량동),부산광역시 사하구 다대동 777,35.11614591,129.0390154,2024-09-30
블리스 퍼피,부산 금정구 중앙대로1893번길 13 1층 (구서동),부산광역시 사상구 주례3동 1163-147,35.25331587,129.0905879,2024-09-30
동근이숯불두마리치킨,부산 사하구 괴정로 138 B102호 (괴정동),부산광역시 사상구 삼락동 69-4,35.09966798,128.9773517,2024-09-30
황금정원,부산 기장군 정관읍 방곡5로 22 1층,부산광역시 서구 충무동1가 17,35.32333489,129.1861451,2024-09-30
룩앳더바리스타,부산 기장군 기장읍 기장해안로 128 104호,"부산광역시 동래구 온천3동 1468-6 대가하이츠102동1,2,3 ",35.22591913,129.2299923,2024-09-30
이조설화,부산 동래구 사직북로33번길 12 1층 5호 (사직동),부산광역시 연제구 연산동 1331-13번지 세영빌딩 3층 301호,35.19877938,129.0594941,2024-09-30
강명장 요리가,부산 금정구 수림로20번길 36 주 1동 1층 109호 (부곡동),부산광역시 동구 수정동 1189-7번지,35.24156086,129.090705,2024-09-30
흑쇠 연산점,"부산 연제구 고분로13번길 25 1층 103호 (연산동, 연산동쌍용아파트)",부산광역시 서구 토성동5가 57-3번지,35.18712856,129.0844533,2024-09-30
주식회사피케이코리아,부산 사하구 괴정로43번길 21 1층 (하단동),부산광역시 사하구 감천1동 479-14번지,35.10380659,128.9693611,2024-09-30
리틀냅(Little nap),부산 부산진구 가야대로614번길 62 1층 (가야동),부산광역시 기장군 기장읍 연화리 112번지,35.15547277,129.0422926,2024-09-30
말뚝포차,"부산 연제구 과정로273번길 7 ,1층 (연산동)",부산광역시 부산진구 가야1동 산24번지,35.18747056,129.0975019,2024-09-30
지에스25 범일삼정시티점,부산 동구 범일로102번길 16-14 1층 (범일동),부산광역시 금정구 금사동 77-4,35.13843583,129.0610259,2024-09-30
찐불이찐숯불두마리치킨,부산 기장군 일광읍 해빛2로 24 상가동 124호 (일광신도시비스타동원1차),부산광역시 영도구 영선동2가 192-2번지 14/3,35.26865439,129.2271657,2024-09-30
보말진칼국수수영점,부산 수영구 수영로 733 1층 (수영동),부산광역시 영도구 동삼동 동삼주공2단지상가 108호,35.16872514,129.119753,2024-09-30
제이브이엘(JVL) 부대찌개 반여점,부산 해운대구 반여로 157 1층 (반여동),"부산광역시 동구 범일동 290번지 진시장 1층 하포목부 297,298호",35.20527454,129.1257572,2024-09-30
달래해장 부산동래점,부산 동래구 명륜로129번길 6 1층 (명륜동),부산광역시 서구 토성동4가 28번지 10통5반,35.20551286,129.0818756,2024-09-30
아트리채갤러리,부산 수영구 수영로 395 1층 (남천동),부산광역시 금정구 서동 302-91,35.14188752,129.1073797,2024-09-30
천운축산 부산점 한우9900원,부산 부산진구 동성로 154 1층 (전포동),부산광역시 서구 토성동3가 3번지,35.16185765,129.0626695,2024-09-30
목촌돼지국밥 화전점,부산 강서구 화전산단4로20번길 20 1층 (화전동),부산광역시 사상구 모라동 우신프라자 4층,35.11013966,128.8801986,2024-09-30
올리비아로렌 모라점,부산 사상구 백양대로 915-1 1층 (모라동),부산광역시 영도구 영선동1가 12-6 1/4,35.18804135,128.990664,2024-09-30
엄지양곱창,부산 사하구 다대로 702-2 몰운대종합시장 A동 123호 (다대동),"부산광역시 북구 덕천동 776-3,4겸번지 ",35.04910928,128.9647893,2024-09-30
김지유피아노교습소,"부산 해운대구 해운대로 361 302-1호 (우동, 센텀삼환아파트)",부산광역시 중구 대청동2가 16-4,35.17246882,129.1387519,2024-09-30
핑퐁커피 대연점,부산 남구 유엔로 81 상가115동 14호 (대연동),부산광역시 사상구 괘법동 555-27번지,35.13083435,129.0857243,2024-09-30
신평장림산업단지공영주차장,"부산 사하구 장평로 254 (신평동, 신평장림산업단지공영주차장)",부산광역시 수영구 수영동 460-4,35.08867615,128.9733272,2024-09-30
카페051 부전역점,부산 부산진구 범전로 6 1층 102호 (범전동),부산광역시 기장군 기장읍 대라리 56-8번지,35.16436549,129.0634706,2024-09-30
회초리,부산 기장군 일광읍 일광로 60-1 ,"부산광역시 동구 범일2동 290-1번지 17~20호, 47,48,90,91호 ",35.26207841,129.2312095,2024-09-30
부자돼지국밥,부산 강서구 명지국제6로242번길 12-1 1층 (명지동),부산광역시 동구 범일동 833,35.09668902,128.923947,2024-09-30
에이치란(H RAN),부산 남구 진남로165번길 6 1층 (문현동),부산광역시 사하구 다대동 909,35.14123755,129.0785433,2024-09-30
수재샵,"부산 강서구 명지국제5로 141 303동 304호 (명지동, 명지협성휴포레)",부산광역시 사상구 감전동 121-13번지,35.10752754,128.9211187,2024-09-30
대기업,부산 기장군 기장읍 차성로 265 1층,부산광역시 사상구 괘법동 273-24,35.2443974,129.2139116,2024-09-30
센텀시장떡집,부산 해운대구 해운대로383번길 23 1층 34호 43호(우동),"부산광역시 북구 덕천동 400(1,2) ",35.17042171,129.1388551,2024-09-30
그리미교육센터,"부산 해운대구 좌동순환로433번길 30-5 B상가 201호 (중동, 해운대힐스테이트위브)",부산광역시 북구 구포동 147-3,35.16441227,129.1817994,2024-09-30
호두얌,부산 기장군 기장읍 청강로 8 104호,부산광역시 기장군 일광면 칠암리 153-1번지,35.23648968,129.2204512,2024-09-30
브이아이피(VIP)당구클럽,부산 부산진구 냉정로 226 3층 (개금동),부산광역시 연제구 연산동 418-3,35.15089316,129.0244108,2024-09-30
주식회사 노랑통닭 엘시티점,"부산 해운대구 달맞이길 30 포디움동 1층 1027호 (중동, 엘시티)",부산광역시 북구 구포2동 986-56번지,35.16132822,129.1680126,2024-09-30
반여즉석탕수육,부산 해운대구 해운대로61번길 80-1 1층 (반여동),부산광역시 수영구 광안동 141-5번지 2층,35.19495786,129.1272508,2024-09-30
굿모닝카페,"부산 북구 모분재로 131 106동 1-101호 (구포동, 중앙하이츠빌라)",부산광역시 동래구 복천동 244,35.19763489,129.01103,2024-09-30
누리마을 감자탕,부산 부산진구 중앙대로 675 1층 (부전동),부산광역시 동래구 사직1동 56-21번지,35.15294947,129.058833,2024-09-30
퍼니잼잼 두실점,부산 금정구 구서중앙로15번길 28 (구서동),부산광역시 부산진구 부전동 341-19 3/3,35.25357012,129.0893826,2024-09-30
반짝줄눈,"부산 동구 성남일로 5 103동 1605호 (좌천동, 두산위브범일뉴타운)",부산광역시 중구 보수동1가 126번지,35.13233121,129.0550873,2024-09-30
공간 조이,부산 북구 덕천로247번길 1 3층 (만덕동),부산광역시 기장군 일광면 칠암리 17-1번지,35.21084912,129.031326,2024-09-30
키다리약국,부산 금정구 중앙대로 1931 (구서동),부산광역시 사상구 주례3동 1162-2번지,35.2567906,129.0910961,2024-09-30
중매인90번상회,부산 사상구 농산물시장로25번길 75 청과동 83호 (엄궁동),부산광역시 동래구 온천동 777-6번지,35.13012684,128.9660855,2024-09-30
모션핏 피트니스,부산 연제구 연안로 19 2층 (연산동),부산광역시 부산진구 부전1동 573-1번지 서면지하상가 H-13호,35.18946817,129.106785,2024-09-30
이응,부산 금정구 중앙대로1841번길 85 이응 (구서동),부산광역시 사하구 괴정동 1009-3 3층,35.24929621,129.0875343,2024-09-30
대기구필라테스 청담,부산 부산진구 중앙대로 900 7층 701호 (양정동),부산광역시 강서구 봉림동 205-4번지,35.1704763,129.0696757,2024-09-30
지금 오뎅교,부산 동래구 사직북로13번길 20-3 1층 (사직동),부산광역시 사상구 주례1동 939번지,35.19701296,129.0594601,2024-09-30
도롱샌드,부산 부산진구 당감서로 169 분산상가동 203호 (당감동),부산광역시 북구 화명동 1170-1 상가 105,35.17118772,129.0292324,2024-09-30
폭풍장어,"부산 수영구 광안로 49-1 2층 (광안동, 상생빌딩)",부산광역시 북구 만덕동 925-1동원상가9-101,35.15527638,129.1178123,2024-09-30
빼돈,"부산 부산진구 당감로17번길 90 123동 상가 3호 (당감동, 무궁화아파트)",부산광역시 남구 대연동 1759-2,35.16336177,129.0357855,2024-09-30
광명당약국,부산 사상구 괘감로 115 1층 (감전동),"부산광역시 사하구 하단동 1175 가락타운2단지상가227동202호,203호 ",35.15681974,128.987014,2024-09-30
주식화사 엠티그룹,부산 사상구 사상로224번길 11 1층 (괘법동),부산광역시 사상구 덕포동 428-10,35.16540901,128.9838248,2024-09-30
도형민식당 기장점,부산 기장군 기장읍 연화1길 61 1-4층,부산광역시 남구 용호동 533-35,35.21669121,129.2253497,2024-09-30
무한스터디카페 다대블루점,부산 사하구 다송로 38 6층 (다대동),부산광역시 북구 구포동 1237-50정우빌딩2층,35.06397034,128.9820234,2024-09-30
김종구식맛치킨 전기바베큐 옛날통닭 부산만덕점,부산 북구 만덕3로 55-1 1층 (만덕동),부산광역시 사상구 주례동 1163-9,35.21117833,129.0297156,2024-09-30
메타약국,"부산 부산진구 범일로 177 2층 (범천동, 에이플러스에셋부산빌딩)",부산광역시 해운대구 중동 1394-385,35.14579186,129.0588937,2024-09-30
마딛따,부산 부산진구 동성로49번길 20 2층 (전포동),부산광역시 기장군 기장읍 동부리 125-23번지,35.15507437,129.0673116,2024-09-30
디비디랩 데이바이데이,부산 부산진구 당감서로 169 분산상가동 2층 202호 (당감동),부산광역시 수영구 남천동 148번지 삼익비치타운B상가 1층,35.17118772,129.0292324,2024-09-30
자담치킨 명지점,"부산 강서구 명지국제1로 56-1 122호 (명지동, 플러스타워)","부산광역시 중구 신창동4가 38번지 국제시장3A하 29,30,31호 ",35.09368338,128.9053781,2024-09-30
베이프큐 부산진역점,부산 동구 진성로9번길 21 1층 베이프큐 전자담배 (수정동),부산광역시 기장군 기장읍 동부리 274-19번지,35.12895231,129.0476705,2024-09-30
김종구식맛치킨 가야동의대역점,부산 부산진구 가야대로 519 1층 (가야동),부산광역시 해운대구 우2동 1072~1085-2,35.15367754,129.0287701,2024-09-30
동래스시,부산 동래구 동래로136번길 25 1층 (복천동),부산광역시 남구 대연5동 1759번지,35.20486471,129.0847992,2024-09-30
다진과학교습소,"부산 해운대구 좌동순환로 173 901호 (좌동, 영풍프라자)",부산광역시 금정구 구서1동 467-2번지,35.1781587,129.1752798,2024-09-30
노랑통닭,부산 동래구 중앙대로1335번길 49-1 1층 (온천동),부산광역시 동구 좌천동 68,35.20704198,129.0751637,2024-09-30
배스킨라빈스 서면트레이더스,부산 부산진구 시민공원로 31 2층 (부암동),부산광역시 해운대구 우동 149-9번지 2층,35.1639021,129.0525537,2024-09-30
크린에이드 망미SK,부산 수영구 과정로41번길 77-3 1층 (망미동),부산광역시 서구 충무동1가 14,35.17515029,129.1032642,2024-09-30
