연번,신고일시,신고위치 지번주소,위도,경도,위반구분,과태료부과여부,데이터기준일자
221,2024-02-07 20:46,부산광역시 사하구 하단동 591,35.10533645 ,128.96109403 ,횡단보도,Y,2025-12-01
222,2024-02-08 15:16,부산광역시 사하구 장림동 328-14,35.08115353 ,128.96767635 ,버스정류장 주변,Y,2025-12-01
223,2024-02-08 14:06,부산광역시 사하구 하단동 870-8,35.10941347 ,128.96006632 ,교차로,Y,2025-12-01
224,2024-02-08 00:36,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,횡단보도,Y,2025-12-01
225,2024-02-08 15:26,부산광역시 사하구 다대동 1595,35.06036231 ,128.98402052 ,횡단보도,Y,2025-12-01
226,2024-02-08 21:23,부산광역시 사하구 감천동 16-51,35.09322334 ,129.00903560 ,버스정류장 주변,Y,2025-12-01
227,2024-02-08 19:52,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,횡단보도,Y,2025-12-01
228,2024-02-08 17:53,부산광역시 사하구 하단동 606,35.10350787 ,128.96248445 ,교차로,Y,2025-12-01
229,2024-02-07 20:06,부산광역시 사하구 하단동 870-19,35.10909883 ,128.95982859 ,교차로,Y,2025-12-01
230,2024-02-07 18:46,부산광역시 사하구 괴정동 485-13,35.09669753 ,128.99254645 ,횡단보도,Y,2025-12-01
231,2024-02-07 16:08,부산광역시 사하구 장림동 329,35.08136289 ,128.96718673 ,버스정류장 주변,Y,2025-12-01
232,2024-02-07 20:14,부산광역시 사하구 괴정동 1279,35.10498007 ,129.00005532 ,버스정류장 주변,Y,2025-12-01
233,2024-02-07 16:17,부산광역시 사하구 괴정동 661-1,35.09882453 ,128.98675878 ,보도(인도)위,Y,2025-12-01
234,2024-02-07 14:54,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,횡단보도,Y,2025-12-01
235,2024-02-07 17:10,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
236,2024-02-07 17:53,부산광역시 사하구 하단동 520-10,35.10849604 ,128.96121493 ,교차로,Y,2025-12-01
237,2024-02-07 18:38,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,교차로,Y,2025-12-01
238,2024-02-07 19:40,부산광역시 사하구 하단동 589-14,35.10589845 ,128.96689845 ,보도(인도)위,Y,2025-12-01
239,2024-02-07 17:37,부산광역시 사하구 신평동 7-1,35.09397255 ,128.97453290 ,보도(인도)위,Y,2025-12-01
240,2024-02-08 21:06,부산광역시 사하구 괴정동 485-13,35.09669753 ,128.99254645 ,횡단보도,Y,2025-12-01
241,2024-02-08 11:04,부산광역시 사하구 다대동 1098-1,35.05808977 ,128.97138418 ,교차로,Y,2025-12-01
242,2024-02-08 20:31,부산광역시 사하구 하단동 520-10,35.10849604 ,128.96121493 ,교차로,Y,2025-12-01
243,2024-02-08 17:03,부산광역시 사하구 하단동 80,35.10331865 ,128.97049129 ,횡단보도,Y,2025-12-01
244,2024-02-08 15:24,부산광역시 사하구 다대동 120-40,35.06117892 ,128.98013647 ,횡단보도,Y,2025-12-01
245,2024-02-08 06:09,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
246,2024-02-08 15:53,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,보도(인도)위,Y,2025-12-01
247,2024-02-08 21:37,부산광역시 사하구 괴정동 1246,35.10089286 ,128.99291043 ,횡단보도,Y,2025-12-01
248,2024-02-08 20:05,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
249,2024-02-08 20:29,부산광역시 사하구 하단동 520-10,35.10849604 ,128.96121493 ,교차로,Y,2025-12-01
250,2024-02-08 17:55,부산광역시 사하구 하단동 599,35.10446441 ,128.96408014 ,교차로,Y,2025-12-01
251,2024-02-08 22:56,부산광역시 사하구 구평동 503,35.07997219 ,128.98539450 ,교차로,Y,2025-12-01
252,2024-02-08 17:12,부산광역시 사하구 괴정동 1275,35.10009842 ,128.99471025 ,소방시설 주변,Y,2025-12-01
253,2024-02-08 18:05,부산광역시 사하구 감천동 182-25,35.08233876 ,129.00987466 ,보도(인도)위,Y,2025-12-01
254,2024-02-08 16:21,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
255,2024-02-08 17:30,부산광역시 사하구 장림동 402-5,35.07391329 ,128.97398417 ,보도(인도)위,Y,2025-12-01
256,2024-02-08 16:53,부산광역시 사하구 괴정동 383,35.10009467 ,128.99985382 ,횡단보도,Y,2025-12-01
257,2024-02-08 00:37,부산광역시 사하구 하단동 884,35.10776731 ,128.95916109 ,교차로,Y,2025-12-01
258,2024-02-08 20:51,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,횡단보도,Y,2025-12-01
259,2024-02-08 20:06,부산광역시 사하구 장림동 74-1,35.07878400 ,128.97962372 ,횡단보도,Y,2025-12-01
260,2024-02-08 21:16,부산광역시 사하구 하단동 532,35.10806733 ,128.96803079 ,소방시설 주변,Y,2025-12-01
261,2024-02-08 18:06,부산광역시 사하구 장림동 328-25,35.08136230 ,128.96772862 ,버스정류장 주변,Y,2025-12-01
262,2024-02-08 21:19,부산광역시 사하구 감천동 803-42,35.08815372 ,128.99602744 ,교차로,Y,2025-12-01
263,2024-02-08 19:49,부산광역시 사하구 하단동 503-26,35.10892006 ,128.96042298 ,교차로,Y,2025-12-01
264,2024-02-08 20:13,부산광역시 사하구 하단동 889-11,35.10649012 ,128.95930740 ,보도(인도)위,Y,2025-12-01
265,2024-02-08 16:53,부산광역시 사하구 다대동 1548-25,35.04904759 ,128.96431820 ,교차로,Y,2025-12-01
266,2024-02-08 20:34,부산광역시 사하구 괴정동 351-29,35.10279486 ,129.00411551 ,소방시설 주변,Y,2025-12-01
267,2024-02-08 17:51,부산광역시 사하구 하단동 599,35.10446441 ,128.96408014 ,교차로,Y,2025-12-01
268,2024-02-08 07:41,부산광역시 사하구 장림동 64-13,35.07873234 ,128.97932122 ,횡단보도,Y,2025-12-01
269,2024-02-08 09:24,부산광역시 사하구 당리동 16-6,35.10875018 ,128.98017269 ,교차로,Y,2025-12-01
270,2024-02-08 12:26,부산광역시 사하구 다대동 1437,35.06870530 ,128.97809382 ,횡단보도,Y,2025-12-01
271,2024-02-09 13:35,부산광역시 사하구 하단동 493-1,35.11166242 ,128.96590509 ,횡단보도,Y,2025-12-01
272,2024-02-09 09:54,부산광역시 사하구 하단동 76,35.10325329 ,128.97053193 ,횡단보도,Y,2025-12-01
273,2024-02-09 18:24,부산광역시 사하구 다대동 82-9,35.06762080 ,128.97956855 ,교차로,Y,2025-12-01
274,2024-02-09 19:09,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,보도(인도)위,Y,2025-12-01
275,2024-02-09 07:57,부산광역시 사하구 다대동 82-9,35.06762080 ,128.97956855 ,교차로,Y,2025-12-01
276,2024-02-09 14:32,부산광역시 사하구 당리동 26-50,35.10844535 ,128.97908894 ,보도(인도)위,Y,2025-12-01
277,2024-02-09 11:14,부산광역시 사하구 신평동 586-4,35.09004252 ,128.97481771 ,횡단보도,Y,2025-12-01
278,2024-02-09 13:26,부산광역시 사하구 괴정동 1270-14,35.09857058 ,128.97761177 ,소방시설 주변,Y,2025-12-01
279,2024-02-09 13:50,부산광역시 사하구 다대동 1551-31,35.05021066 ,128.96668774 ,횡단보도,Y,2025-12-01
280,2024-02-09 07:32,부산광역시 사하구 장림동 506-10,35.06945987 ,128.97772894 ,보도(인도)위,Y,2025-12-01
281,2024-02-09 22:11,부산광역시 사하구 신평동 9-1,35.09447772 ,128.97574068 ,보도(인도)위,Y,2025-12-01
282,2024-02-09 20:52,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,횡단보도,Y,2025-12-01
283,2024-02-09 14:41,부산광역시 사하구 신평동 73-1,35.08992872 ,128.97756893 ,횡단보도,Y,2025-12-01
284,2024-02-09 19:13,부산광역시 사하구 괴정동 327-3,35.10340772 ,129.00166868 ,횡단보도,Y,2025-12-01
285,2024-02-09 10:08,부산광역시 사하구 괴정동 194-2,35.10703745 ,129.00362404 ,소방시설 주변,Y,2025-12-01
286,2024-02-09 22:09,부산광역시 사하구 신평동 9-1,35.09447772 ,128.97574068 ,횡단보도,Y,2025-12-01
287,2024-02-09 20:50,부산광역시 사하구 하단동 1220,35.10324626 ,128.97334561 ,소방시설 주변,Y,2025-12-01
288,2024-02-09 06:58,부산광역시 사하구 괴정동 764-98,35.10064065 ,128.98524312 ,횡단보도,Y,2025-12-01
289,2024-02-09 21:45,부산광역시 사하구 장림동 662-12,35.08243798 ,128.96731067 ,버스정류장 주변,Y,2025-12-01
290,2024-02-09 19:05,부산광역시 사하구 하단동 870-27,35.10697801 ,128.96059535 ,버스정류장 주변,Y,2025-12-01
291,2024-02-09 17:07,부산광역시 사하구 괴정동 213-6,35.10467855 ,128.99973169 ,보도(인도)위,Y,2025-12-01
292,2024-02-09 21:50,부산광역시 사하구 장림동 666,35.08251368 ,128.96872596 ,버스정류장 주변,Y,2025-12-01
293,2024-02-09 18:43,부산광역시 사하구 당리동 231-9,35.10720949 ,128.97211665 ,보도(인도)위,Y,2025-12-01
294,2024-02-09 17:13,부산광역시 사하구 장림동 671-10,35.08264927 ,128.96897809 ,횡단보도,Y,2025-12-01
295,2024-02-09 18:18,부산광역시 사하구 장림동 506-5,35.06984634 ,128.97800813 ,보도(인도)위,Y,2025-12-01
296,2024-02-09 12:39,부산광역시 사하구 괴정동 934-3,35.09973480 ,128.99190434 ,보도(인도)위,Y,2025-12-01
297,2024-02-09 11:28,부산광역시 사하구 괴정동 412-61,35.09907755 ,128.99772561 ,보도(인도)위,Y,2025-12-01
298,2024-02-09 19:05,부산광역시 사하구 다대동 681-3,35.05511131 ,128.97159094 ,보도(인도)위,Y,2025-12-01
299,2024-02-09 17:02,부산광역시 사하구 괴정동 190,35.10591869 ,129.00505888 ,교차로,Y,2025-12-01
300,2024-02-09 19:21,부산광역시 사하구 하단동 589-13,35.10590304 ,128.96677618 ,횡단보도,Y,2025-12-01
301,2024-02-09 11:45,부산광역시 사하구 감천동 53-4,35.08424823 ,129.00887145 ,보도(인도)위,Y,2025-12-01
302,2024-02-09 18:16,부산광역시 사하구 장림동 328-16,35.08198512 ,128.96641694 ,보도(인도)위,Y,2025-12-01
303,2024-02-09 18:41,부산광역시 사하구 당리동 309-10,35.10684482 ,128.97249037 ,횡단보도,Y,2025-12-01
304,2024-02-09 21:58,부산광역시 사하구 장림동 666,35.08251368 ,128.96872596 ,횡단보도,Y,2025-12-01
305,2024-02-09 21:54,부산광역시 사하구 장림동 666,35.08251368 ,128.96872596 ,버스정류장 주변,Y,2025-12-01
306,2024-02-09 19:53,부산광역시 사하구 괴정동 661-2,35.09851446 ,128.98533290 ,보도(인도)위,Y,2025-12-01
307,2024-02-09 19:28,부산광역시 사하구 장림동 45-5,35.07740292 ,128.97942558 ,횡단보도,Y,2025-12-01
308,2024-02-09 09:52,부산광역시 사하구 괴정동 1009-3,35.10036156 ,128.99416784 ,보도(인도)위,Y,2025-12-01
309,2024-02-09 20:02,부산광역시 사하구 괴정동 659,35.09762460 ,128.99043904 ,보도(인도)위,Y,2025-12-01
310,2024-02-09 12:05,부산광역시 사하구 신평동 433-9,35.09862755 ,128.96561153 ,보도(인도)위,Y,2025-12-01
311,2024-02-09 19:55,부산광역시 사하구 괴정동 660-3,35.09729570 ,128.98515115 ,보도(인도)위,Y,2025-12-01
312,2024-02-09 19:00,부산광역시 사하구 장림동 480-2,35.06985933 ,128.97594573 ,보도(인도)위,Y,2025-12-01
313,2024-02-09 19:54,부산광역시 사하구 괴정동 1238-597,35.09766503 ,128.99552663 ,보도(인도)위,Y,2025-12-01
314,2024-02-09 00:16,부산광역시 사하구 장림동 489-2,35.07149426 ,128.97688598 ,횡단보도,Y,2025-12-01
315,2024-02-09 15:23,부산광역시 사하구 감천동 380-22,35.08194681 ,129.00582793 ,버스정류장 주변,Y,2025-12-01
316,2024-02-09 16:58,부산광역시 사하구 괴정동 171-3,35.10505667 ,129.00545886 ,교차로,Y,2025-12-01
317,2024-02-09 10:44,부산광역시 사하구 괴정동 350-75,35.10345486 ,129.00510807 ,보도(인도)위,Y,2025-12-01
318,2024-02-09 19:30,부산광역시 사하구 괴정동 1215-1,35.09724444 ,128.97795693 ,보도(인도)위,Y,2025-12-01
319,2024-02-09 11:47,부산광역시 사하구 당리동 435-1,35.10163817 ,128.98120629 ,횡단보도,Y,2025-12-01
320,2024-02-09 21:56,부산광역시 사하구 장림동 672,35.08256043 ,128.96911036 ,횡단보도,Y,2025-12-01
321,2024-02-09 19:58,부산광역시 사하구 괴정동 568-10,35.09777864 ,128.98396799 ,횡단보도,Y,2025-12-01
322,2024-02-09 18:22,부산광역시 사하구 다대동 1437,35.06870530 ,128.97809382 ,횡단보도,Y,2025-12-01
323,2024-02-09 08:02,부산광역시 사하구 다대동 80-1,35.06789445 ,128.98043156 ,횡단보도,Y,2025-12-01
324,2024-02-09 22:14,부산광역시 사하구 신평동 7-4,35.09412185 ,128.97487728 ,횡단보도,Y,2025-12-01
325,2024-02-09 00:20,부산광역시 사하구 장림동 506-10,35.06945987 ,128.97772894 ,횡단보도,Y,2025-12-01
326,2024-02-09 05:46,부산광역시 사하구 괴정동 354-174,35.10174111 ,129.00257240 ,횡단보도,Y,2025-12-01
327,2024-02-09 17:08,부산광역시 사하구 감천동 387-21,35.08227553 ,129.00527413 ,버스정류장 주변,Y,2025-12-01
328,2024-02-09 20:40,부산광역시 사하구 당리동 335,35.10052422 ,128.97775195 ,횡단보도,Y,2025-12-01
329,2024-02-09 21:53,부산광역시 사하구 장림동 667-2,35.08267214 ,128.96858001 ,버스정류장 주변,Y,2025-12-01
330,2024-02-09 00:01,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,소방시설 주변,Y,2025-12-01
331,2024-02-09 21:49,부산광역시 사하구 장림동 666,35.08251368 ,128.96872596 ,버스정류장 주변,Y,2025-12-01
332,2024-02-09 22:13,부산광역시 사하구 신평동 9-1,35.09447772 ,128.97574068 ,횡단보도,Y,2025-12-01
333,2024-02-09 22:00,부산광역시 사하구 장림동 325-1,35.08200455 ,128.97008827 ,버스정류장 주변,Y,2025-12-01
334,2024-02-09 13:25,부산광역시 사하구 괴정동 1270-14,35.09857058 ,128.97761177 ,보도(인도)위,Y,2025-12-01
335,2024-02-09 11:10,부산광역시 사하구 신평동 79-16,35.09009356 ,128.97505357 ,횡단보도,Y,2025-12-01
336,2024-02-09 20:54,부산광역시 사하구 하단동 870-19,35.10909883 ,128.95982859 ,교차로,Y,2025-12-01
337,2024-02-10 12:12,부산광역시 사하구 장림동 1117,35.08270254 ,128.96536810 ,횡단보도,Y,2025-12-01
338,2024-02-10 21:23,부산광역시 사하구 다대동 942-1,35.05847028 ,128.96996865 ,교차로,Y,2025-12-01
339,2024-02-10 20:24,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,보도(인도)위,Y,2025-12-01
340,2024-02-10 15:00,부산광역시 사하구 괴정동 1238-341,35.09731687 ,128.99434039 ,횡단보도,Y,2025-12-01
341,2024-02-10 09:03,부산광역시 사하구 장림동 499-1,35.07047071 ,128.97733789 ,횡단보도,Y,2025-12-01
342,2024-02-10 08:03,부산광역시 사하구 괴정동 207-46,35.10438463 ,129.00210336 ,횡단보도,Y,2025-12-01
343,2024-02-10 13:35,부산광역시 사하구 하단동 531-2,35.10823720 ,128.96899072 ,소방시설 주변,Y,2025-12-01
344,2024-02-10 15:27,부산광역시 사하구 감천동 387-38,35.08218416 ,129.00611242 ,버스정류장 주변,Y,2025-12-01
345,2024-02-10 17:01,부산광역시 사하구 하단동 491,35.10959839 ,128.96622464 ,보도(인도)위,Y,2025-12-01
346,2024-02-10 08:20,부산광역시 사하구 괴정동 772-29,35.10080107 ,128.98632624 ,보도(인도)위,Y,2025-12-01
347,2024-02-10 15:30,부산광역시 사하구 감천동 387-38,35.08218416 ,129.00611242 ,버스정류장 주변,Y,2025-12-01
348,2024-02-10 13:56,부산광역시 사하구 하단동 591,35.10533645 ,128.96109403 ,횡단보도,Y,2025-12-01
349,2024-02-10 05:33,부산광역시 사하구 하단동 523,35.10789334 ,128.96294504 ,교차로,Y,2025-12-01
350,2024-02-10 12:37,부산광역시 사하구 신평동 44-8,35.09123008 ,128.97926112 ,교차로,Y,2025-12-01
351,2024-02-10 23:07,부산광역시 사하구 괴정동 1246,35.10089286 ,128.99291043 ,횡단보도,Y,2025-12-01
352,2024-02-10 17:24,부산광역시 사하구 다대동 1595,35.06036231 ,128.98402052 ,교차로,Y,2025-12-01
353,2024-02-10 19:10,부산광역시 사하구 괴정동 1238-597,35.09766503 ,128.99552663 ,보도(인도)위,Y,2025-12-01
354,2024-02-10 08:14,부산광역시 사하구 괴정동 764-128,35.10074595 ,128.98657711 ,보도(인도)위,Y,2025-12-01
355,2024-02-10 21:27,부산광역시 사하구 괴정동 213-6,35.10467855 ,128.99973169 ,보도(인도)위,Y,2025-12-01
356,2024-02-10 10:15,부산광역시 사하구 감천동 502-33,35.08922173 ,129.00203212 ,교차로,Y,2025-12-01
357,2024-02-10 21:36,부산광역시 사하구 당리동 303-13,35.10574785 ,128.96917965 ,교차로,Y,2025-12-01
358,2024-02-10 13:39,부산광역시 사하구 다대동 620-2,35.05409626 ,128.97086130 ,보도(인도)위,Y,2025-12-01
359,2024-02-10 20:19,부산광역시 사하구 당리동 314,35.10570946 ,128.96894142 ,횡단보도,Y,2025-12-01
360,2024-02-10 20:24,부산광역시 사하구 하단동 618-23,35.10494433 ,128.96759446 ,소방시설 주변,Y,2025-12-01
361,2024-02-10 10:21,부산광역시 사하구 괴정동 659,35.09762460 ,128.99043904 ,횡단보도,Y,2025-12-01
362,2024-02-10 20:54,부산광역시 사하구 감천동 661-1,35.09059637 ,128.99756495 ,버스정류장 주변,Y,2025-12-01
363,2024-02-10 12:02,부산광역시 사하구 감천동 502-5,35.08997252 ,129.00217798 ,소방시설 주변,Y,2025-12-01
364,2024-02-10 14:01,부산광역시 사하구 다대동 820-1,35.05619159 ,128.97202702 ,횡단보도,Y,2025-12-01
365,2024-02-10 09:28,부산광역시 사하구 괴정동 194-2,35.10703745 ,129.00362404 ,소방시설 주변,Y,2025-12-01
366,2024-02-10 23:03,부산광역시 사하구 괴정동 994-1,35.10108858 ,128.99248392 ,횡단보도,Y,2025-12-01
367,2024-02-10 16:18,부산광역시 사하구 장림동 1120,35.08233948 ,128.96614983 ,횡단보도,Y,2025-12-01
368,2024-02-10 13:38,부산광역시 사하구 다대동 620-5,35.05227030 ,128.97124164 ,보도(인도)위,Y,2025-12-01
369,2024-02-10 22:56,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,소방시설 주변,Y,2025-12-01
370,2024-02-10 13:00,부산광역시 사하구 다대동 963,35.05580740 ,128.96913860 ,교차로,Y,2025-12-01
371,2024-02-10 12:06,부산광역시 사하구 하단동 520-10,35.10849604 ,128.96121493 ,교차로,Y,2025-12-01
372,2024-02-10 20:48,부산광역시 사하구 당리동 315,35.10516062 ,128.97397210 ,교차로,Y,2025-12-01
373,2024-02-10 13:59,부산광역시 사하구 당리동 544-1,35.10742017 ,128.97628876 ,보도(인도)위,Y,2025-12-01
374,2024-02-10 22:57,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,소방시설 주변,Y,2025-12-01
375,2024-02-10 09:42,부산광역시 사하구 하단동 520-10,35.10849604 ,128.96121493 ,교차로,Y,2025-12-01
376,2024-02-10 15:33,부산광역시 사하구 신평동 665,35.09383821 ,128.96031301 ,보도(인도)위,Y,2025-12-01
377,2024-02-10 14:54,부산광역시 사하구 신평동 437,35.09821445 ,128.96511684 ,보도(인도)위,Y,2025-12-01
378,2024-02-10 11:30,부산광역시 사하구 괴정동 393-17,35.09987666 ,128.99993095 ,횡단보도,Y,2025-12-01
379,2024-02-11 17:15,부산광역시 사하구 장림동 329,35.08136289 ,128.96718673 ,버스정류장 주변,Y,2025-12-01
380,2024-02-11 23:59,부산광역시 사하구 하단동 612,35.10474765 ,128.96836274 ,교차로,Y,2025-12-01
381,2024-02-11 20:12,부산광역시 사하구 신평동 583,35.08824164 ,128.97763882 ,횡단보도,Y,2025-12-01
382,2024-02-11 20:24,부산광역시 사하구 괴정동 1246,35.10089286 ,128.99291043 ,횡단보도,Y,2025-12-01
383,2024-02-11 09:20,부산광역시 사하구 괴정동 1270-14,35.09857058 ,128.97761177 ,소방시설 주변,Y,2025-12-01
384,2024-02-11 00:24,부산광역시 사하구 괴정동 1215-1,35.09724444 ,128.97795693 ,보도(인도)위,Y,2025-12-01
